source_path,relative_path,source_chars,extracted_chars,canonical_chars,removed_chars,replacement_count,html_removed_chars,normalization_char_delta,decode_replacement_count,unknown_character_count
data/raw/gretil/4_rellit/buddh/mhvastuu.htm,4_rellit/buddh/mhvastuu.htm,2035192,1673342,1611155,424037,281820,361850,62187,0,0
data/raw/gretil/4_rellit/buddh/vimkn_u.htm,4_rellit/buddh/vimkn_u.htm,179986,169981,168397,11589,19766,10005,1584,0,278
data/raw/gretil/4_rellit/buddh/sukhvylu.htm,4_rellit/buddh/sukhvylu.htm,98311,87050,83404,14907,8341,11261,3646,0,0
data/raw/gretil/4_rellit/buddh/sukhvysu.htm,4_rellit/buddh/sukhvysu.htm,17774,11674,11340,6434,1319,6100,334,0,0
data/raw/gretil/4_rellit/buddh/udanav_u.htm,4_rellit/buddh/udanav_u.htm,168449,154604,123163,45286,6758,13845,31441,0,0
data/raw/gretil/4_rellit/buddh/asmahsuu.htm,4_rellit/buddh/asmahsuu.htm,348645,324512,311225,37420,27504,24133,13287,0,0
data/raw/gretil/4_rellit/buddh/srabhu_u.htm,4_rellit/buddh/srabhu_u.htm,425784,403909,399558,26226,50983,21875,4351,0,0
data/raw/gretil/4_rellit/buddh/vinsutru.htm,4_rellit/buddh/vinsutru.htm,381363,349180,265871,115492,45216,32183,83309,0,0
data/raw/gretil/4_rellit/buddh/bhivin_u.htm,4_rellit/buddh/bhivin_u.htm,406330,388524,380459,25871,50656,17806,8065,0,1
data/raw/gretil/4_rellit/buddh/vinv01_u.htm,4_rellit/buddh/vinv01_u.htm,109189,94395,92932,16257,11949,14794,1463,0,1
data/raw/gretil/4_rellit/buddh/vinv02_u.htm,4_rellit/buddh/vinv02_u.htm,82832,65326,63911,18921,7585,17506,1415,0,0
data/raw/gretil/4_rellit/buddh/vinv03_u.htm,4_rellit/buddh/vinv03_u.htm,47273,37225,36858,10415,4031,10048,367,0,0
data/raw/gretil/4_rellit/buddh/vinv04_u.htm,4_rellit/buddh/vinv04_u.htm,45022,35647,34796,10226,4292,9375,851,0,8
data/raw/gretil/4_rellit/buddh/vinv05_u.htm,4_rellit/buddh/vinv05_u.htm,68276,61885,61735,6541,9266,6391,150,0,0
data/raw/gretil/4_rellit/buddh/vinv_06u.htm,4_rellit/buddh/vinv_06u.htm,420921,387129,383888,37033,55574,33792,3241,0,0
data/raw/gretil/4_rellit/buddh/vinv07_u.htm,4_rellit/buddh/vinv07_u.htm,193844,183765,183247,10597,29039,10079,518,0,0
data/raw/gretil/4_rellit/buddh/vinv08_u.htm,4_rellit/buddh/vinv08_u.htm,33588,26290,25675,7913,2963,7298,615,0,8
data/raw/gretil/4_rellit/buddh/vinv09_u.htm,4_rellit/buddh/vinv09_u.htm,33453,27024,26924,6529,3741,6429,100,0,0
data/raw/gretil/4_rellit/buddh/vinv10_u.htm,4_rellit/buddh/vinv10_u.htm,22694,16838,16755,5939,2506,5856,83,0,0
data/raw/gretil/4_rellit/buddh/vinv11_u.htm,4_rellit/buddh/vinv11_u.htm,89264,74443,73643,15621,8685,14821,800,0,0
data/raw/gretil/4_rellit/buddh/vinv12_u.htm,4_rellit/buddh/vinv12_u.htm,41845,35240,35070,6775,4831,6605,170,0,0
data/raw/gretil/4_rellit/buddh/vinv13_u.htm,4_rellit/buddh/vinv13_u.htm,19603,13666,13583,6020,1737,5937,83,0,0
data/raw/gretil/4_rellit/buddh/vinv14_u.htm,4_rellit/buddh/vinv14_u.htm,19481,13711,13607,5874,1881,5770,104,0,0
data/raw/gretil/4_rellit/buddh/vinv15_u.htm,4_rellit/buddh/vinv15_u.htm,111754,100809,97644,14110,11510,10945,3165,0,0
data/raw/gretil/4_rellit/buddh/vinv16_u.htm,4_rellit/buddh/vinv16_u.htm,109026,98502,94755,14271,11097,10524,3747,0,0
data/raw/gretil/4_rellit/buddh/vinv171u.htm,4_rellit/buddh/vinv171u.htm,631201,586411,384413,246788,49307,44790,201998,0,0
data/raw/gretil/4_rellit/buddh/vinv172u.htm,4_rellit/buddh/vinv172u.htm,576769,526669,507780,68989,65098,50100,18889,0,1
data/raw/gretil/6_sastra/3_phil/buddh/nagmmk_u.htm,6_sastra/3_phil/buddh/nagmmk_u.htm,63101,53126,44341,18760,7256,9975,8785,0,0
data/raw/gretil/6_sastra/3_phil/buddh/nagvigvu.htm,6_sastra/3_phil/buddh/nagvigvu.htm,52231,43954,41789,10442,5726,8277,2165,0,0
data/raw/gretil/6_sastra/3_phil/buddh/nrat_1_u.htm,6_sastra/3_phil/buddh/nrat_1_u.htm,15015,9051,7787,7228,965,5964,1264,0,0
data/raw/gretil/6_sastra/3_phil/buddh/nrat_2_u.htm,6_sastra/3_phil/buddh/nrat_2_u.htm,11044,5554,4756,6288,584,5490,798,0,0
data/raw/gretil/6_sastra/3_phil/buddh/nrat_4_u.htm,6_sastra/3_phil/buddh/nrat_4_u.htm,18280,11928,10226,8054,1195,6352,1702,0,0
data/raw/gretil/6_sastra/3_phil/buddh/pramanvu.htm,6_sastra/3_phil/buddh/pramanvu.htm,182649,166183,140457,42192,18103,16466,25726,0,0
data/raw/gretil/6_sastra/3_phil/buddh/santbcpu.htm,6_sastra/3_phil/buddh/santbcpu.htm,128670,109291,91986,36684,12413,19379,17305,0,0
data/raw/gretil/6_sastra/3_phil/buddh/vakobhau.htm,6_sastra/3_phil/buddh/vakobhau.htm,1246296,1003822,955532,290764,94502,242474,48290,0,0
data/raw/gretil/4_rellit/saiva/kirtm_pu.htm,4_rellit/saiva/kirtm_pu.htm,26792,20403,17875,8917,2367,6389,2528,0,0
data/raw/gretil/4_rellit/saiva/kubjt_pu.htm,4_rellit/saiva/kubjt_pu.htm,408180,366034,305077,103103,43893,42146,60957,0,0
data/raw/gretil/4_rellit/saiva/malinivu.htm,4_rellit/saiva/malinivu.htm,154214,139000,117848,36366,12694,15214,21152,0,0
data/raw/gretil/4_rellit/saiva/mrgt1mpu.htm,4_rellit/saiva/mrgt1mpu.htm,60974,52644,44611,16363,5594,8330,8033,0,0
data/raw/gretil/4_rellit/saiva/mrgt3mpu.htm,4_rellit/saiva/mrgt3mpu.htm,20939,15197,13150,7789,1654,5742,2047,0,0
data/raw/gretil/4_rellit/saiva/mrgt4mpu.htm,4_rellit/saiva/mrgt4mpu.htm,12329,7199,6340,5989,793,5130,859,0,0
data/raw/gretil/4_rellit/saiva/parakspu.htm,4_rellit/saiva/parakspu.htm,68188,60272,53449,14739,5178,7916,6823,0,0
data/raw/gretil/4_rellit/saiva/pasupspu.htm,4_rellit/saiva/pasupspu.htm,11573,6379,4289,7284,921,5194,2090,0,0
data/raw/gretil/4_rellit/saiva/sivsutru.htm,4_rellit/saiva/sivsutru.htm,69041,60389,42268,26773,5222,8652,18121,0,0
data/raw/gretil/4_rellit/saiva/svact_pu.htm,4_rellit/saiva/svact_pu.htm,453332,417929,358036,95296,47255,35403,59893,0,0
data/raw/gretil/4_rellit/saiva/todaltpu.htm,4_rellit/saiva/todaltpu.htm,52795,44773,39243,13552,5494,8022,5530,0,0
data/raw/gretil/4_rellit/saiva/vinst_pu.htm,4_rellit/saiva/vinst_pu.htm,52676,44754,39995,12681,5775,7922,4759,0,0
data/raw/gretil/4_rellit/vaisn/astavgpu.htm,4_rellit/vaisn/astavgpu.htm,43372,36044,30224,13148,4842,7328,5820,0,0
data/raw/gretil/4_rellit/vaisn/hbhvil_u.htm,4_rellit/vaisn/hbhvil_u.htm,672059,609668,536943,135116,66046,62391,72725,0,0
data/raw/gretil/4_rellit/vaisn/ss1_tatu.htm,4_rellit/vaisn/ss1_tatu.htm,122959,110241,108828,14131,11339,12718,1413,0,0
data/raw/gretil/4_rellit/vaisn/ss2_bhgu.htm,4_rellit/vaisn/ss2_bhgu.htm,322523,292296,287402,35121,30614,30227,4894,0,0
data/raw/gretil/4_rellit/vaisn/ss3_paru.htm,4_rellit/vaisn/ss3_paru.htm,204732,183966,180479,24253,19440,20766,3487,0,5
data/raw/gretil/4_rellit/vaisn/ss4_krsu.htm,4_rellit/vaisn/ss4_krsu.htm,388889,354649,347942,40947,36650,34240,6707,0,0
data/raw/gretil/4_rellit/vaisn/ss5_bhku.htm,4_rellit/vaisn/ss5_bhku.htm,489070,443243,432603,56467,45989,45827,10640,0,0
data/raw/gretil/4_rellit/vaisn/ss6_priu.htm,4_rellit/vaisn/ss6_priu.htm,478437,433371,419755,58682,44546,45066,13616,0,0
data/raw/gretil/4_rellit/vaisn/satvtanu.htm,4_rellit/vaisn/satvtanu.htm,91729,81243,73433,18296,8936,10486,7810,0,0
data/raw/gretil/4_rellit/vaisn/vaimp__u.htm,4_rellit/vaisn/vaimp__u.htm,360322,320950,264934,95388,32177,39372,56016,0,1
data/raw/gretil/4_rellit/vaisn/yamcatpu.htm,4_rellit/vaisn/yamcatpu.htm,5377,953,876,4501,105,4424,77,0,0
data/raw/gretil/4_rellit/vaisn/yamsr_pu.htm,4_rellit/vaisn/yamsr_pu.htm,15389,10246,9276,6113,988,5143,970,0,0
data/raw/gretil/5_poetry/2_kavya/akadambu.htm,5_poetry/2_kavya/akadambu.htm,120125,104536,89028,31097,12753,15589,15508,0,0
data/raw/gretil/5_poetry/2_kavya/amaru_u.htm,5_poetry/2_kavya/amaru_u.htm,67619,57626,55140,12479,5180,9993,2486,0,0
data/raw/gretil/5_poetry/2_kavya/asvbuc2u.htm,5_poetry/2_kavya/asvbuc2u.htm,157222,139581,125745,31477,15859,17641,13836,0,0
data/raw/gretil/5_poetry/2_kavya/asvsau2u.htm,5_poetry/2_kavya/asvsau2u.htm,158876,144783,127935,30941,16362,14093,16848,0,0
data/raw/gretil/5_poetry/2_kavya/bhakirpu.htm,5_poetry/2_kavya/bhakirpu.htm,168619,151545,132428,36191,17163,17074,19117,0,0
data/raw/gretil/5_poetry/2_kavya/bhattiku.htm,5_poetry/2_kavya/bhattiku.htm,232909,214829,177102,55807,17317,18080,37727,0,0
data/raw/gretil/5_poetry/2_kavya/bicauppu.htm,5_poetry/2_kavya/bicauppu.htm,13500,8604,7823,5677,878,4896,781,0,0
data/raw/gretil/5_poetry/2_kavya/dandkc_u.htm,5_poetry/2_kavya/dandkc_u.htm,267328,249594,242647,24681,20563,17734,6947,0,0
data/raw/gretil/5_poetry/2_kavya/jaygit2u.htm,5_poetry/2_kavya/jaygit2u.htm,63906,51682,47456,16450,4305,12224,4226,0,0
data/raw/gretil/5_poetry/2_kavya/kakumspu.htm,5_poetry/2_kavya/kakumspu.htm,95222,83393,73730,21492,9738,11829,9663,0,0
data/raw/gretil/5_poetry/2_kavya/kalrs_pu.htm,5_poetry/2_kavya/kalrs_pu.htm,31282,25481,22967,8315,2299,5801,2514,0,0
data/raw/gretil/5_poetry/2_kavya/kmeghdpu.htm,5_poetry/2_kavya/kmeghdpu.htm,29403,23538,21842,7561,2579,5865,1696,0,0
data/raw/gretil/5_poetry/2_kavya/kragh_pu.htm,5_poetry/2_kavya/kragh_pu.htm,249008,224329,194075,54933,25631,24679,30254,0,0
data/raw/gretil/5_poetry/2_kavya/maghspvu.htm,5_poetry/2_kavya/maghspvu.htm,293890,236141,207299,86591,27187,57749,28842,0,0
data/raw/gretil/5_poetry/2_kavya/nkalivpu.htm,5_poetry/2_kavya/nkalivpu.htm,18431,12244,10346,8085,1568,6187,1898,0,0
data/raw/gretil/5_poetry/2_kavya/padnscpu.htm,5_poetry/2_kavya/padnscpu.htm,252478,225617,192147,60331,24356,26861,33470,0,0
data/raw/gretil/5_poetry/2_kavya/ramodtpu.htm,5_poetry/2_kavya/ramodtpu.htm,39577,26664,22696,16881,4183,12913,3968,0,0
data/raw/gretil/5_poetry/4_narr/brkas_pu.htm,5_poetry/4_narr/brkas_pu.htm,517640,476980,448874,68766,53285,40660,28106,0,0
data/raw/gretil/5_poetry/4_narr/hitop_u.htm,5_poetry/4_narr/hitop_u.htm,208535,188422,175919,32616,22560,20113,12503,0,0
data/raw/gretil/5_poetry/4_narr/sokss_pu.htm,5_poetry/4_narr/sokss_pu.htm,2854656,2586494,2214062,640594,319153,268162,372432,0,0
data/raw/gretil/5_poetry/4_narr/suksaptu.htm,5_poetry/4_narr/suksaptu.htm,175473,155304,147561,27912,18733,20169,7743,0,0
data/raw/gretil/5_poetry/4_narr/ttrkhy1u.htm,5_poetry/4_narr/ttrkhy1u.htm,42655,34680,34520,8135,3613,7975,160,0,0
data/raw/gretil/5_poetry/4_narr/ttrkhy2u.htm,5_poetry/4_narr/ttrkhy2u.htm,32285,25207,24726,7559,2865,7078,481,0,0
data/raw/gretil/5_poetry/5_subhas/bharst_u.htm,5_poetry/5_subhas/bharst_u.htm,75862,65822,60437,15425,5972,10040,5385,0,0
