file	token	count
5_poetry/1_natya/bharnatu.txt	ī	1
6_sastra/3_phil/saiva/tantralu.txt	ī	1
6_sastra/8_jyot/brhats_u.txt	ī	1
1_veda/2_bra/satapath/sb_01_u.txt	r	1
1_veda/5_vedang/2_grhya/sankhgsu.txt	r	1
1_veda/5_vedang/2_paris/avpari_u.txt	r	1
1_veda/5_vedang/2_paris/avpray_u.txt	r	1
3_purana/bhagp/bhp_05u.txt	r	1
4_rellit/buddh/mhvastuu.txt	r	8
4_rellit/buddh/vinsutru.txt	r	5
4_rellit/buddh/vinv11_u.txt	r	6
4_rellit/saiva/kubjt_pu.txt	r	9
4_rellit/saiva/malinivu.txt	r	1
3_purana/agp_bi_u.txt	ḷ	5
3_purana/lip_1_pu.txt	ḷ	1
4_rellit/buddh/bhivin_u.txt	ḷ	4
4_rellit/saiva/kubjt_pu.txt	ḷ	10
4_rellit/saiva/malinivu.txt	ḷ	1
4_rellit/saiva/sivsutru.txt	ḷ	1
5_poetry/1_natya/bharnatu.txt	ḷ	2
6_sastra/3_phil/saiva/tantralu.txt	ḷ	1
3_purana/agp_bi_u.txt	ṛ	6
4_rellit/buddh/divyav_u.txt	ṛ	1
4_rellit/saiva/kubjt_pu.txt	ṛ	12
4_rellit/saiva/malinivu.txt	ṛ	2
4_rellit/saiva/sivsutru.txt	ṛ	1
5_poetry/1_natya/bharnatu.txt	ṛ	2
6_sastra/3_phil/saiva/tantralu.txt	ṛ	1
1_veda/2_bra/satapath/sb_07_u.txt	t	1
1_veda/2_bra/satapath/sb_13_u.txt	t	2
1_veda/2_bra/satapath/sb_14_u.txt	t	4
1_veda/5_vedang/1_srauta/asvss_u.txt	t	1
1_veda/5_vedang/2_paris/avpari_u.txt	t	2
3_purana/garup1_u.txt	t	2
3_purana/garup2_u.txt	t	1
4_rellit/buddh/asmahsuu.txt	t	1
4_rellit/buddh/vinsutru.txt	t	2
6_sastra/4_dharma/smrti/brhasppu.txt	t	1
6_sastra/5_artha/kautil_u.txt	t	1
3_purana/agp_bi_u.txt	ḹ	4
3_purana/lip_1_pu.txt	ḹ	1
4_rellit/saiva/kubjt_pu.txt	ḹ	11
4_rellit/saiva/parakspu.txt	ḹ	1
5_poetry/1_natya/bharnatu.txt	ḹ	1
1_veda/2_bra/kausibru.txt	c	1
1_veda/5_vedang/2_paris/avpari_u.txt	c	1
3_purana/agp_bi_u.txt	c	1
4_rellit/buddh/mhvastuu.txt	c	3
4_rellit/buddh/vinsutru.txt	c	1
4_rellit/vaisn/hbhvil_u.txt	c	1
4_rellit/vaisn/vaimp__u.txt	c	1
5_poetry/2_kavya/kragh_pu.txt	c	1
6_sastra/3_phil/buddh/nrat_1_u.txt	c	1
6_sastra/3_phil/samkhya/isvskaru.txt	c	5
1_veda/2_bra/satapath/sb_08_u.txt	s	1
1_veda/2_bra/satapath/sb_13_u.txt	s	2
1_veda/5_vedang/1_srauta/sankhssu.txt	s	1
2_epic/mbh/ext/hv_apppu.txt	s	1
4_rellit/buddh/vinsutru.txt	s	1
4_rellit/saiva/kubjt_pu.txt	s	1
5_poetry/2_kavya/bhattiku.txt	s	1
5_poetry/4_narr/brkas_pu.txt	s	1
6_sastra/3_phil/buddh/nrat_1_u.txt	s	1
6_sastra/3_phil/buddh/pramanvu.txt	s	1
6_sastra/3_phil/samkhya/isvskaru.txt	s	3
6_sastra/6_kama/kamasutu.txt	s	1
1_veda/2_bra/satapath/sb_03_u.txt	ṃ	1
1_veda/2_bra/satapath/sb_05_u.txt	ṃ	1
1_veda/2_bra/satapath/sb_13_u.txt	ṃ	1
1_veda/5_vedang/2_paris/avpari_u.txt	ṃ	4
2_epic/mbh/mbh_14_u.txt	ṃ	1
3_purana/agp_bi_u.txt	ṃ	1
4_rellit/buddh/mhvastuu.txt	ṃ	1
4_rellit/buddh/vinsutru.txt	ṃ	1
4_rellit/buddh/vinv_06u.txt	ṃ	3
3_purana/agp_bi_u.txt	ṝ	1
4_rellit/saiva/kubjt_pu.txt	ṝ	10
4_rellit/saiva/parakspu.txt	ṝ	1
5_poetry/1_natya/bharnatu.txt	ṝ	1
6_sastra/3_phil/saiva/tantralu.txt	ṝ	1
1_veda/5_vedang/3_pratis/rgvidh_u.txt	h	1
4_rellit/buddh/mhvastuu.txt	h	4
4_rellit/saiva/svact_pu.txt	h	1
6_sastra/3_phil/buddh/pramanvu.txt	h	4
1_veda/5_vedang/1_srauta/asvss_u.txt	d	1
4_rellit/buddh/vinsutru.txt	d	2
4_rellit/saiva/kubjt_pu.txt	d	2
5_poetry/4_narr/sokss_pu.txt	d	2
5_poetry/5_subhas/msubhs_u.txt	d	1
1_veda/5_vedang/2_paris/avpray_u.txt	k	3
4_rellit/buddh/mhvastuu.txt	k	1
4_rellit/vaisn/ss6_priu.txt	k	1
5_poetry/4_narr/brkas_pu.txt	k	1
1_veda/5_vedang/2_paris/avpari_u.txt	ś	2
1_veda/5_vedang/2_paris/avpray_u.txt	ś	1
5_poetry/4_narr/brkas_pu.txt	ś	2
6_sastra/4_dharma/smrti/brhasppu.txt	ś	1
4_rellit/saiva/kubjt_pu.txt	l	1
4_rellit/saiva/malinivu.txt	l	1
1_veda/2_bra/satapath/sb_13_u.txt	y	1
1_veda/5_vedang/2_paris/avpari_u.txt	y	1
