file	line_no	category	matched_span	trigger_tokens	context
3_purana/agp_bi_u.txt	52568	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	52693	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	52824	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	52919	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	52948	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	52981	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53090	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53187	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53246	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53289	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53442	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53479	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53599	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53786	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	53911	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	54160	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	54221	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	54332	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	54483	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	54793	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	54946	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	55035	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	55153	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	55350	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	55493	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	55526	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	55592	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	55915	editorial_or_european	chapter	chapter	chapter
3_purana/agp_bi_u.txt	55984	editorial_or_european	chapter	chapter	chapter
