rank,piece,clean_piece,score,vowel_count,categories
10317,▁देवतानां,देवतानां,-11.1106,3,contains_special_A
10329,र्ऽथ,र्ऽथ,-11.1112,0,contains_special_A
10330,सिद्धम्,सिद्धम्,-11.1113,1,ends_with_virama
10333,ोपनिषद,ोपनिषद,-11.1115,2,starts_with_dependent_vowel
10340,ानित्यत्व,ानित्यत्व,-11.112,2,starts_with_dependent_vowel
10342,भ्युपगमात्,भ्युपगमात्,-11.1121,2,ends_with_virama
10349,तीर्थं,तीर्थं,-11.1128,1,contains_special_A
10353,▁संपूर्ण,संपूर्ण,-11.1134,1,contains_special_A
10355,▁प्रियम्,प्रियम्,-11.1138,1,ends_with_virama
10356,▁व्यक्तं,व्यक्तं,-11.1138,0,contains_special_A
10366,िनोऽ,िनोऽ,-11.1148,2,starts_with_dependent_vowel;contains_special_A
10370,ाध्यात्मिक,ाध्यात्मिक,-11.115,3,starts_with_dependent_vowel
10374,धर्माणां,धर्माणां,-11.1153,2,contains_special_A
10375,▁हरेर्,हरेर्,-11.1154,1,ends_with_virama
10376,िभिर,िभिर,-11.1155,2,starts_with_dependent_vowel
10381,ोऽन्यः,ोऽन्यः,-11.1161,1,starts_with_dependent_vowel;contains_special_A
10383,यमर्थः,यमर्थः,-11.1163,0,contains_special_A
10385,▁संचर,संचर,-11.1167,0,contains_special_A
10394,ोपन्यास,ोपन्यास,-11.1175,2,starts_with_dependent_vowel
10399,ोदकं,ोदकं,-11.1182,1,starts_with_dependent_vowel;contains_special_A
10400,ान्यथ,ान्यथ,-11.1182,1,starts_with_dependent_vowel
10402,▁सोमं,सोमं,-11.1183,1,contains_special_A
10403,▁मध्यं,मध्यं,-11.1185,0,contains_special_A
10404,ालक,ालक,-11.1185,1,starts_with_dependent_vowel
10407,चारिणः,चारिणः,-11.1189,2,contains_special_A
10411,ुत्कर्ष,ुत्कर्ष,-11.1195,1,starts_with_dependent_vowel
10412,▁वीरः,वीरः,-11.1198,1,contains_special_A
10418,▁हन्तुं,हन्तुं,-11.12,1,contains_special_A
10421,ान्दृष्ट्वा,ान्दृष्ट्वा,-11.1204,3,starts_with_dependent_vowel
10427,▁सामान्यं,सामान्यं,-11.121,2,contains_special_A
10429,▁गन्तुं,गन्तुं,-11.1211,1,contains_special_A
10434,ास्मै,ास्मै,-11.1215,2,starts_with_dependent_vowel
10439,▁यथाक्रमं,यथाक्रमं,-11.122,1,contains_special_A
10444,ोदिता,ोदिता,-11.1226,3,starts_with_dependent_vowel
10448,मित्युक्तम्,मित्युक्तम्,-11.1232,2,ends_with_virama
10449,▁प्रभुम्,प्रभुम्,-11.1232,1,ends_with_virama
10456,ोदितम्,ोदितम्,-11.1241,2,starts_with_dependent_vowel;ends_with_virama
10457,▁प्राणान्,प्राणान्,-11.1241,2,ends_with_virama
10460,सृजत्,सृजत्,-11.1244,1,ends_with_virama
10465,ादयोऽ,ादयोऽ,-11.1246,2,starts_with_dependent_vowel;contains_special_A
10470,▁सत्त्वान्,सत्त्वान्,-11.125,1,ends_with_virama
10472,हू,हू,-11.1253,1,simple_cv
10476,ाभिप्रायेण,ाभिप्रायेण,-11.1257,4,starts_with_dependent_vowel
10478,दिष्टं,दिष्टं,-11.1259,1,contains_special_A
10481,▁चायं,चायं,-11.1261,1,contains_special_A
10484,ादृत,ादृत,-11.1264,2,starts_with_dependent_vowel
10485,▁बु,बु,-11.1265,1,simple_cv
10486,▁सुहृत्,सुहृत्,-11.1266,2,ends_with_virama
10487,ावलम्ब,ावलम्ब,-11.1267,1,starts_with_dependent_vowel
10490,ामोद,ामोद,-11.127,2,starts_with_dependent_vowel
10499,ोषध,ोषध,-11.1278,1,starts_with_dependent_vowel
10500,ोत्तरे,ोत्तरे,-11.1279,2,starts_with_dependent_vowel
10526,र्चयेत्,र्चयेत्,-11.1308,1,ends_with_virama
10529,▁आचार्यः,आचार्यः,-11.1308,2,contains_special_A
10535,ुद्भव,ुद्भव,-11.1314,1,starts_with_dependent_vowel
10536,ादत्ते,ादत्ते,-11.1314,2,starts_with_dependent_vowel
10537,हिंसा,हिंसा,-11.1315,2,contains_special_A
10540,कर्तुं,कर्तुं,-11.1317,1,contains_special_A
10541,ाभावादिति,ाभावादिति,-11.1317,5,starts_with_dependent_vowel
10546,ान्यतर,ान्यतर,-11.132,1,starts_with_dependent_vowel
10551,▁वनम्,वनम्,-11.1332,0,ends_with_virama
10553,▁गन्तव्यं,गन्तव्यं,-11.1332,0,contains_special_A
10554,ूर्ध्वं,ूर्ध्वं,-11.1333,1,starts_with_dependent_vowel;contains_special_A
10555,संयुक्ता,संयुक्ता,-11.1335,2,contains_special_A
10558,ैक्षत,ैक्षत,-11.1339,1,starts_with_dependent_vowel
10559,परायणः,परायणः,-11.1339,1,contains_special_A
10566,▁चातुर्,चातुर्,-11.1345,2,ends_with_virama
10575,▁प्राप्तम्,प्राप्तम्,-11.1352,1,ends_with_virama
10579,ुपक्रम,ुपक्रम,-11.1354,1,starts_with_dependent_vowel
10587,▁एवंरूप,एवंरूप,-11.1365,2,contains_special_A
10591,कृन्,कृन्,-11.1366,1,ends_with_virama
10596,ालोक्य,ालोक्य,-11.1374,2,starts_with_dependent_vowel
10599,ागमे,ागमे,-11.1375,2,starts_with_dependent_vowel
10601,ोष्म,ोष्म,-11.1378,1,starts_with_dependent_vowel
10602,▁गुरोः,गुरोः,-11.1379,2,contains_special_A
10607,चत्वारिंस,चत्वारिंस,-11.1382,2,contains_special_A
10611,सदृसं,सदृसं,-11.1383,1,contains_special_A
10624,▁भवद्,भवद्,-11.1396,0,ends_with_virama
10625,▁पस्यतः,पस्यतः,-11.1398,0,contains_special_A
10626,बू,बू,-11.1398,1,simple_cv
10627,ुक्,ुक्,-11.1399,1,starts_with_dependent_vowel;ends_with_virama
10630,▁गौः,गौः,-11.1403,1,contains_special_A
10632,▁संध्य,संध्य,-11.1405,0,contains_special_A
10634,ार्ता,ार्ता,-11.1411,2,starts_with_dependent_vowel
10637,ग्नेर्,ग्नेर्,-11.1415,1,ends_with_virama
10639,ाण्येव,ाण्येव,-11.1417,2,starts_with_dependent_vowel
10645,व्यम्,व्यम्,-11.1423,0,ends_with_virama
10649,ितुम,ितुम,-11.1426,2,starts_with_dependent_vowel
10653,ीयान्,ीयान्,-11.1429,2,starts_with_dependent_vowel;ends_with_virama
10654,▁इत्युक्तः,इत्युक्तः,-11.1429,2,contains_special_A
10656,▁दुःसासन,दुःसासन,-11.143,2,contains_special_A
10657,▁वचनम्,वचनम्,-11.143,0,ends_with_virama
10659,ानीत,ानीत,-11.1434,2,starts_with_dependent_vowel
10661,ेयुर,ेयुर,-11.1434,2,starts_with_dependent_vowel
10665,पीत्यर्थः,पीत्यर्थः,-11.1439,1,contains_special_A
10666,▁सक्तिर्,सक्तिर्,-11.1439,1,ends_with_virama
10667,ौष्ठ,ौष्ठ,-11.144,1,starts_with_dependent_vowel
10678,▁संतान,संतान,-11.1448,1,contains_special_A
10679,▁निधनं,निधनं,-11.1449,1,contains_special_A
10680,ुपसंहार,ुपसंहार,-11.145,2,starts_with_dependent_vowel;contains_special_A
10682,▁चतुर्णां,चतुर्णां,-11.1454,2,contains_special_A
10689,ानुगम,ानुगम,-11.1459,2,starts_with_dependent_vowel
10690,हरेत्,हरेत्,-11.1459,1,ends_with_virama
10691,ूण,ूण,-11.1461,1,starts_with_dependent_vowel
10693,ोज्झित,ोज्झित,-11.1463,2,starts_with_dependent_vowel
10695,संपत्ति,संपत्ति,-11.1463,1,contains_special_A
10698,▁संभूत,संभूत,-11.1465,1,contains_special_A
10700,ुच्छ,ुच्छ,-11.1466,1,starts_with_dependent_vowel
10701,▁तद्वचनं,तद्वचनं,-11.1467,0,contains_special_A
10703,▁माहात्म्यं,माहात्म्यं,-11.1467,2,contains_special_A
10706,ोदरे,ोदरे,-11.1472,2,starts_with_dependent_vowel
10709,▁स्रीमद्,स्रीमद्,-11.1473,1,ends_with_virama
10711,▁तदुक्तं,तदुक्तं,-11.1475,1,contains_special_A
10713,▁ऽऽ,ऽऽ,-11.1479,0,contains_special_A
10715,▁संपद,संपद,-11.1479,0,contains_special_A
10718,प्रियं,प्रियं,-11.1481,1,contains_special_A
10721,ादिगुण,ादिगुण,-11.1481,3,starts_with_dependent_vowel
10729,ाचमन,ाचमन,-11.1487,1,starts_with_dependent_vowel
10730,्य्,्य्,-11.1489,0,ends_with_virama
10731,ोन्मत्त,ोन्मत्त,-11.1491,1,starts_with_dependent_vowel
10733,ुत्सुक,ुत्सुक,-11.1491,2,starts_with_dependent_vowel
10741,पारमितेयं,पारमितेयं,-11.1503,3,contains_special_A
10746,▁चरितं,चरितं,-11.1507,1,contains_special_A
10749,ानामुप,ानामुप,-11.1512,3,starts_with_dependent_vowel
10751,द्भुतम्,द्भुतम्,-11.1516,1,ends_with_virama
10758,ासुभ,ासुभ,-11.1525,2,starts_with_dependent_vowel
10764,ुपलब्धि,ुपलब्धि,-11.153,2,starts_with_dependent_vowel
10765,ोपदिष्ट,ोपदिष्ट,-11.153,2,starts_with_dependent_vowel
10768,▁सिक्षितव्यं,सिक्षितव्यं,-11.1533,2,contains_special_A
10773,ोऽङ्ग,ोऽङ्ग,-11.1542,1,starts_with_dependent_vowel;contains_special_A
10776,▁बहूनां,बहूनां,-11.1544,2,contains_special_A
10785,▁कुलं,कुलं,-11.1554,1,contains_special_A
10789,संदर्सन,संदर्सन,-11.1558,0,contains_special_A
10792,ेदृस,ेदृस,-11.1561,2,starts_with_dependent_vowel
10793,ाभावाद्,ाभावाद्,-11.1563,3,starts_with_dependent_vowel;ends_with_virama
10794,पतत्,पतत्,-11.1563,0,ends_with_virama
10799,▁सिवम्,सिवम्,-11.1568,1,ends_with_virama
10815,▁अग्निं,अग्निं,-11.1586,2,contains_special_A
10818,▁भवतीत्यर्थः,भवतीत्यर्थः,-11.1588,1,contains_special_A
10822,▁प्रकीर्तितः,प्रकीर्तितः,-11.159,2,contains_special_A
10832,ाम्भो,ाम्भो,-11.1601,2,starts_with_dependent_vowel
10835,संज्ञित,संज्ञित,-11.1603,1,contains_special_A
10836,संतप्त,संतप्त,-11.1604,0,contains_special_A
10840,▁संसर,संसर,-11.1607,0,contains_special_A
10841,ेसान,ेसान,-11.1608,2,starts_with_dependent_vowel
10842,ास्तेषां,ास्तेषां,-11.1609,3,starts_with_dependent_vowel;contains_special_A
10845,ायुर,ायुर,-11.1611,2,starts_with_dependent_vowel
10851,▁कृतवान्,कृतवान्,-11.1617,2,ends_with_virama
10853,नुसंस,नुसंस,-11.1623,1,contains_special_A
10854,संगत,संगत,-11.1623,0,contains_special_A
10855,▁सर्वैर्,सर्वैर्,-11.1623,1,ends_with_virama
10856,▁वर्जयेत्,वर्जयेत्,-11.1623,1,ends_with_virama
10862,ेप्सित,ेप्सित,-11.1628,2,starts_with_dependent_vowel
10865,ाभावान्न,ाभावान्न,-11.1632,3,starts_with_dependent_vowel
10866,ारविन्द,ारविन्द,-11.1636,2,starts_with_dependent_vowel
10868,▁वस्तुनः,वस्तुनः,-11.1638,1,contains_special_A
10869,ाचक्ष्व,ाचक्ष्व,-11.164,1,starts_with_dependent_vowel
10870,▁एवायं,एवायं,-11.1641,2,contains_special_A
10871,ान्विताः,ान्विताः,-11.1642,3,starts_with_dependent_vowel;contains_special_A
10875,ीर्यते,ीर्यते,-11.1647,2,starts_with_dependent_vowel
10883,मन्नं,मन्नं,-11.1655,0,contains_special_A
10884,ावसान,ावसान,-11.1658,2,starts_with_dependent_vowel
10885,ागतं,ागतं,-11.1659,1,starts_with_dependent_vowel;contains_special_A
10886,ारोपित,ारोपित,-11.1659,3,starts_with_dependent_vowel
10891,ुपेक्ष,ुपेक्ष,-11.1668,2,starts_with_dependent_vowel
10892,यितव्यः,यितव्यः,-11.1668,1,contains_special_A
10900,▁धि,धि,-11.1679,1,simple_cv
10901,▁तृतीयः,तृतीयः,-11.1679,2,contains_special_A
10909,ुना,ुना,-11.1685,2,starts_with_dependent_vowel
10910,ोऽधिक,ोऽधिक,-11.1686,2,starts_with_dependent_vowel;contains_special_A
10912,▁संस्थ,संस्थ,-11.1687,0,contains_special_A
10916,धातुं,धातुं,-11.169,2,contains_special_A
10917,▁व्याख्यातम्,व्याख्यातम्,-11.1692,2,ends_with_virama
10918,मनसः,मनसः,-11.1694,0,contains_special_A
10925,▁मार्गः,मार्गः,-11.1699,1,contains_special_A
10929,▁सक्तिं,सक्तिं,-11.17,1,contains_special_A
10930,ास्रमे,ास्रमे,-11.1702,2,starts_with_dependent_vowel
10932,ाङ्गानि,ाङ्गानि,-11.1704,3,starts_with_dependent_vowel
10934,स्वभावः,स्वभावः,-11.1708,1,contains_special_A
10944,▁बृहस्पतिः,बृहस्पतिः,-11.1716,2,contains_special_A
10945,विधानं,विधानं,-11.1717,2,contains_special_A
10946,स्रुतेः,स्रुतेः,-11.1718,2,contains_special_A
10948,ोपेतं,ोपेतं,-11.1719,2,starts_with_dependent_vowel;contains_special_A
10951,मास्रितः,मास्रितः,-11.172,2,contains_special_A
10954,ालम्बनं,ालम्बनं,-11.1725,1,starts_with_dependent_vowel;contains_special_A
10959,▁महातपाः,महातपाः,-11.1732,2,contains_special_A
10960,ाधुना,ाधुना,-11.1733,3,starts_with_dependent_vowel
10961,येन्,येन्,-11.1734,1,ends_with_virama
10974,▁भावानां,भावानां,-11.1743,3,contains_special_A
10989,▁उत्तरं,उत्तरं,-11.176,1,contains_special_A
10993,▁जिघांस,जिघांस,-11.1762,2,contains_special_A
10995,ानन्दमय,ानन्दमय,-11.1765,1,starts_with_dependent_vowel
10997,▁हतं,हतं,-11.1769,0,contains_special_A
10998,▁दोषाः,दोषाः,-11.177,2,contains_special_A
11000,ुत्प्रेक्ष,ुत्प्रेक्ष,-11.1771,2,starts_with_dependent_vowel
11007,ैस्त्रि,ैस्त्रि,-11.1776,2,starts_with_dependent_vowel
11014,ाभावस्य,ाभावस्य,-11.1781,2,starts_with_dependent_vowel
11015,ाभिन्न,ाभिन्न,-11.1781,2,starts_with_dependent_vowel
11016,▁संवि,संवि,-11.1782,1,contains_special_A
11019,ाब्द,ाब्द,-11.1785,1,starts_with_dependent_vowel
11020,दध्यात्,दध्यात्,-11.1785,1,ends_with_virama
11024,तस्मिन्,तस्मिन्,-11.1787,1,ends_with_virama
11032,▁क्रुद्धः,क्रुद्धः,-11.1797,1,contains_special_A
11038,ोद्धार,ोद्धार,-11.1803,2,starts_with_dependent_vowel
11039,ाप्यते,ाप्यते,-11.1804,2,starts_with_dependent_vowel
11043,▁पू,पू,-11.1807,1,simple_cv
11045,भिसंबुद्ध,भिसंबुद्ध,-11.1807,2,contains_special_A
11051,ऽथ,ऽथ,-11.1812,0,contains_special_A
11052,ाणु,ाणु,-11.1812,2,starts_with_dependent_vowel
11053,ोऽमृत,ोऽमृत,-11.1814,2,starts_with_dependent_vowel;contains_special_A
11056,▁जीवितम्,जीवितम्,-11.1817,2,ends_with_virama
11059,तावत्,तावत्,-11.1819,1,ends_with_virama
11061,ानास्रव,ानास्रव,-11.1822,2,starts_with_dependent_vowel
11062,▁धीमान्,धीमान्,-11.1823,2,ends_with_virama
11065,ादिभ्य,ादिभ्य,-11.1826,2,starts_with_dependent_vowel
11066,▁संनिहित,संनिहित,-11.1826,2,contains_special_A
11074,▁द्विगुणं,द्विगुणं,-11.1832,2,contains_special_A
11075,▁चतस्रः,चतस्रः,-11.1834,0,contains_special_A
11081,वर्जितः,वर्जितः,-11.1842,1,contains_special_A
11085,ार्थवाद,ार्थवाद,-11.1848,2,starts_with_dependent_vowel
11087,ाङ्कुस,ाङ्कुस,-11.1849,2,starts_with_dependent_vowel
11091,ान्तस्य,ान्तस्य,-11.1851,1,starts_with_dependent_vowel
11092,▁समाधिं,समाधिं,-11.1851,2,contains_special_A
11093,▁भवन्तः,भवन्तः,-11.1851,0,contains_special_A
11097,ोत्थाय,ोत्थाय,-11.1862,2,starts_with_dependent_vowel
11100,सम्भवः,सम्भवः,-11.1867,0,contains_special_A
11101,▁तद्वद्,तद्वद्,-11.1868,0,ends_with_virama
11102,ोऽस्म,ोऽस्म,-11.1873,1,starts_with_dependent_vowel;contains_special_A
11104,ोऽस्माकं,ोऽस्माकं,-11.1874,2,starts_with_dependent_vowel;contains_special_A
11105,▁नेदं,नेदं,-11.1874,1,contains_special_A
11107,▁ध्वंस,ध्वंस,-11.1875,0,contains_special_A
11110,ाद्यथा,ाद्यथा,-11.1882,2,starts_with_dependent_vowel
11113,▁मार्गं,मार्गं,-11.1885,1,contains_special_A
11115,विदः,विदः,-11.1885,1,contains_special_A
11116,तपः,तपः,-11.1887,0,contains_special_A
11118,सेषतः,सेषतः,-11.1889,1,contains_special_A
11132,▁सुतम्,सुतम्,-11.1902,1,ends_with_virama
11135,ेनाभि,ेनाभि,-11.1907,3,starts_with_dependent_vowel
11136,▁मुहुर्मुहुः,मुहुर्मुहुः,-11.1908,4,contains_special_A
11137,▁हरिम्,हरिम्,-11.1909,1,ends_with_virama
11153,▁मुनयः,मुनयः,-11.1918,1,contains_special_A
11156,ोऽग्र,ोऽग्र,-11.1919,1,starts_with_dependent_vowel;contains_special_A
11157,ांसे,ांसे,-11.1919,2,starts_with_dependent_vowel;contains_special_A
11158,ेष्विव,ेष्विव,-11.192,2,starts_with_dependent_vowel
11166,▁सान्तिं,सान्तिं,-11.1928,2,contains_special_A
11173,मीमांस,मीमांस,-11.1934,2,contains_special_A
11174,▁द्वयोर्,द्वयोर्,-11.1935,1,ends_with_virama
11175,▁तिर्यक्,तिर्यक्,-11.1936,1,ends_with_virama
11182,▁महात्मानं,महात्मानं,-11.1939,2,contains_special_A
11183,▁मृत्,मृत्,-11.194,1,ends_with_virama
11188,हृ,हृ,-11.1946,1,simple_cv
11195,ौचित्य,ौचित्य,-11.195,2,starts_with_dependent_vowel
11196,वृत्तिर्,वृत्तिर्,-11.1951,2,ends_with_virama
11199,संचार,संचार,-11.1952,1,contains_special_A
11202,▁दक्षिणां,दक्षिणां,-11.1956,2,contains_special_A
11203,▁पचेत्,पचेत्,-11.1957,1,ends_with_virama
11207,बुद्धयः,बुद्धयः,-11.1961,1,contains_special_A
11209,ित्वेन,ित्वेन,-11.1965,2,starts_with_dependent_vowel
11217,▁कुं,कुं,-11.1968,1,contains_special_A
11218,ेणेति,ेणेति,-11.1968,3,starts_with_dependent_vowel
11220,ेरित,ेरित,-11.1969,2,starts_with_dependent_vowel
11223,ोल्लास,ोल्लास,-11.1973,2,starts_with_dependent_vowel
11226,▁मरुतः,मरुतः,-11.1974,1,contains_special_A
11228,▁विप्राः,विप्राः,-11.1975,2,contains_special_A
11229,▁स्वर्,स्वर्,-11.1978,0,ends_with_virama
11240,▁विधिवद्,विधिवद्,-11.1988,2,ends_with_virama
11243,▁निःस्वभाव,निःस्वभाव,-11.1991,2,contains_special_A
11246,▁मधुरं,मधुरं,-11.1992,1,contains_special_A
11248,▁सरः,सरः,-11.1993,0,contains_special_A
11249,द्वारं,द्वारं,-11.1994,1,contains_special_A
11250,▁महासत्त्वानां,महासत्त्वानां,-11.1994,3,contains_special_A
11262,▁विद्यात्,विद्यात्,-11.2003,2,ends_with_virama
11264,ान्तःपुर,ान्तःपुर,-11.2005,2,starts_with_dependent_vowel;contains_special_A
11266,मेषां,मेषां,-11.2006,2,contains_special_A
11268,वांस्च,वांस्च,-11.2006,1,contains_special_A
11275,▁निःसेष,निःसेष,-11.2015,2,contains_special_A
11277,ार्च,ार्च,-11.2016,1,starts_with_dependent_vowel
11280,ोऽभूद्,ोऽभूद्,-11.2018,2,starts_with_dependent_vowel;contains_special_A;ends_with_virama
11283,िषे,िषे,-11.2018,2,starts_with_dependent_vowel
11288,वस्थितः,वस्थितः,-11.2025,1,contains_special_A
11290,ोदितः,ोदितः,-11.2026,2,starts_with_dependent_vowel;contains_special_A
11297,ाञ्ज,ाञ्ज,-11.203,1,starts_with_dependent_vowel
11299,▁पतिम्,पतिम्,-11.2034,1,ends_with_virama
11303,ेभ्यस्,ेभ्यस्,-11.2038,1,starts_with_dependent_vowel;ends_with_virama
11307,ानामर्थ,ानामर्थ,-11.2041,2,starts_with_dependent_vowel
11311,ोन्म,ोन्म,-11.2045,1,starts_with_dependent_vowel
11312,ादयस्च,ादयस्च,-11.2046,1,starts_with_dependent_vowel
11314,▁द्विविधं,द्विविधं,-11.2048,2,contains_special_A
11317,ेद्वा,ेद्वा,-11.2051,2,starts_with_dependent_vowel
11322,ाह्लाद,ाह्लाद,-11.2054,2,starts_with_dependent_vowel
11324,▁देहिनाम्,देहिनाम्,-11.2054,3,ends_with_virama
11326,मित्युक्तं,मित्युक्तं,-11.2055,2,contains_special_A
11328,▁सेयं,सेयं,-11.2056,1,contains_special_A
11330,▁स्रेयः,स्रेयः,-11.2058,1,contains_special_A
11332,ाकासस्य,ाकासस्य,-11.2062,2,starts_with_dependent_vowel
11336,▁संमुख,संमुख,-11.2064,1,contains_special_A
11338,ुपादाय,ुपादाय,-11.2067,3,starts_with_dependent_vowel
11342,▁नित्यम्,नित्यम्,-11.2068,1,ends_with_virama
11344,बुद्धिर्,बुद्धिर्,-11.2071,2,ends_with_virama
11345,स्मिंस्च,स्मिंस्च,-11.2072,1,contains_special_A
11351,ानुचर,ानुचर,-11.208,2,starts_with_dependent_vowel
11354,जानन्,जानन्,-11.2083,1,ends_with_virama
11355,ाहवनीय,ाहवनीय,-11.2084,2,starts_with_dependent_vowel
11360,ासनि,ासनि,-11.209,2,starts_with_dependent_vowel
11361,दर्सिनः,दर्सिनः,-11.209,1,contains_special_A
11367,ॄणां,ॄणां,-11.2099,2,starts_with_dependent_vowel;contains_special_A
11368,▁पितॄन्,पितॄन्,-11.2099,2,ends_with_virama
11372,▁दण्डं,दण्डं,-11.2102,0,contains_special_A
11373,स्तेऽ,स्तेऽ,-11.2104,1,contains_special_A
11374,▁धनंजयः,धनंजयः,-11.2104,0,contains_special_A
11376,ास्वास,ास्वास,-11.2107,2,starts_with_dependent_vowel
11377,ादिलक्षण,ादिलक्षण,-11.2108,2,starts_with_dependent_vowel
11380,▁गमनं,गमनं,-11.2109,0,contains_special_A
11382,चिन्तयत्,चिन्तयत्,-11.211,1,ends_with_virama
11398,▁सिंहासन,सिंहासन,-11.2127,2,contains_special_A
11402,ार्दित,ार्दित,-11.2132,2,starts_with_dependent_vowel
11403,▁नन्वेवं,नन्वेवं,-11.2134,1,contains_special_A
11404,▁कर्णं,कर्णं,-11.2134,0,contains_special_A
11411,ावुप,ावुप,-11.2138,2,starts_with_dependent_vowel
11414,ोपस्थित,ोपस्थित,-11.2142,2,starts_with_dependent_vowel
11418,▁भगवांस्त,भगवांस्त,-11.2144,1,contains_special_A
11423,ावचर,ावचर,-11.2149,1,starts_with_dependent_vowel
11424,▁इतः,इतः,-11.2151,1,contains_special_A
11429,▁तदयुक्तम्,तदयुक्तम्,-11.2157,1,ends_with_virama
11430,मखिलं,मखिलं,-11.2159,1,contains_special_A
11436,सङ्,सङ्,-11.2161,0,ends_with_virama
11437,▁बभूवुः,बभूवुः,-11.2165,2,contains_special_A
11438,संयोगात्,संयोगात्,-11.2166,2,contains_special_A;ends_with_virama
11440,ादु,ादु,-11.2171,2,starts_with_dependent_vowel
11442,▁दातव्यं,दातव्यं,-11.2171,1,contains_special_A
11445,संक्रान्त,संक्रान्त,-11.2174,1,contains_special_A
11449,सवः,सवः,-11.218,0,contains_special_A
11452,▁तेभ्यः,तेभ्यः,-11.2182,1,contains_special_A
11456,▁भवनं,भवनं,-11.2185,0,contains_special_A
11458,▁युष्माकं,युष्माकं,-11.2186,2,contains_special_A
11460,▁तादृसं,तादृसं,-11.2186,2,contains_special_A
11463,▁दर्सयन्,दर्सयन्,-11.2187,0,ends_with_virama
11466,ायुष्मन्त,ायुष्मन्त,-11.219,2,starts_with_dependent_vowel
11467,िष्यतीति,िष्यतीति,-11.2191,3,starts_with_dependent_vowel
11471,मुन्,मुन्,-11.2192,1,ends_with_virama
11478,ाधिवास,ाधिवास,-11.2204,3,starts_with_dependent_vowel
11483,ानीत्य,ानीत्य,-11.2211,2,starts_with_dependent_vowel
11484,▁पुरंदर,पुरंदर,-11.2212,1,contains_special_A
11488,▁अण्,अण्,-11.2216,1,ends_with_virama
11491,यितव्यं,यितव्यं,-11.2218,1,contains_special_A
11494,▁इत्युक्तं,इत्युक्तं,-11.2229,2,contains_special_A
11495,ात्च,ात्च,-11.223,1,starts_with_dependent_vowel
11499,यावत्,यावत्,-11.2233,1,ends_with_virama
11511,▁अनुत्तरां,अनुत्तरां,-11.2248,3,contains_special_A
11512,योगाद्,योगाद्,-11.2251,2,ends_with_virama
11513,संनिधौ,संनिधौ,-11.2253,2,contains_special_A
11515,ुका,ुका,-11.2253,2,starts_with_dependent_vowel
11518,वपुः,वपुः,-11.2259,1,contains_special_A
11521,▁रात्रिं,रात्रिं,-11.226,2,contains_special_A
11522,ानुकम्प,ानुकम्प,-11.2261,2,starts_with_dependent_vowel
11523,▁आहुः,आहुः,-11.2262,2,contains_special_A
11529,ाज्जात,ाज्जात,-11.2269,2,starts_with_dependent_vowel
11531,ासत्ता,ासत्ता,-11.227,2,starts_with_dependent_vowel
11533,कै,कै,-11.2273,1,simple_cv
11536,▁मीमांस,मीमांस,-11.2276,2,contains_special_A
11538,हेतवः,हेतवः,-11.2279,1,contains_special_A
11554,▁वदन्,वदन्,-11.2294,0,ends_with_virama
11555,▁त्रयस्त्रिंस,त्रयस्त्रिंस,-11.2297,1,contains_special_A
11559,गणाः,गणाः,-11.2301,1,contains_special_A
11561,ोपगम,ोपगम,-11.2303,1,starts_with_dependent_vowel
11562,▁सत्वानां,सत्वानां,-11.2303,2,contains_special_A
11566,स्रवणात्,स्रवणात्,-11.2307,1,ends_with_virama
11570,पत्तेः,पत्तेः,-11.2313,1,contains_special_A
11574,▁मृत्युर्,मृत्युर्,-11.2318,2,ends_with_virama
11575,▁निवेदयेत्,निवेदयेत्,-11.2318,3,ends_with_virama
11577,▁संक्रुद्ध,संक्रुद्ध,-11.2319,1,contains_special_A
11578,जगद्,जगद्,-11.2319,0,ends_with_virama
11583,▁कस्माद्,कस्माद्,-11.2323,1,ends_with_virama
11585,▁द्विजोत्तमाः,द्विजोत्तमाः,-11.2324,3,contains_special_A
11586,ानुरोधेन,ानुरोधेन,-11.2324,4,starts_with_dependent_vowel
11588,ेन्द्रस्य,ेन्द्रस्य,-11.2328,1,starts_with_dependent_vowel
11589,▁संहर,संहर,-11.2328,0,contains_special_A
11594,ादिवाक्य,ादिवाक्य,-11.2336,3,starts_with_dependent_vowel
11595,▁सदृसं,सदृसं,-11.2337,1,contains_special_A
11596,ात्मता,ात्मता,-11.2337,2,starts_with_dependent_vowel
11598,विद्वान्,विद्वान्,-11.2338,2,ends_with_virama
11602,▁सर्वेऽपि,सर्वेऽपि,-11.2339,2,contains_special_A
11609,▁महर्षयः,महर्षयः,-11.2347,0,contains_special_A
11613,ोद्दिष्ट,ोद्दिष्ट,-11.235,2,starts_with_dependent_vowel
11615,मन्तर्,मन्तर्,-11.2353,0,ends_with_virama
11622,ादिविषय,ादिविषय,-11.2368,3,starts_with_dependent_vowel
11634,ात्तत्र,ात्तत्र,-11.2382,1,starts_with_dependent_vowel
11637,ांसो,ांसो,-11.2387,2,starts_with_dependent_vowel;contains_special_A
11638,▁यथान्यायं,यथान्यायं,-11.2388,2,contains_special_A
11639,ामलक,ामलक,-11.2388,1,starts_with_dependent_vowel
11640,ैर्नि,ैर्नि,-11.239,2,starts_with_dependent_vowel
11642,धनुर्,धनुर्,-11.2391,1,ends_with_virama
11647,▁आयुः,आयुः,-11.2395,2,contains_special_A
11648,ात्परि,ात्परि,-11.2395,2,starts_with_dependent_vowel
