rank,piece,clean_piece,score,vowel_count,categories
5,।,।,-3.08461,0,contains_special_A
6,ं,ं,-3.56877,0,contains_special_A
7,ः,ः,-3.84851,0,contains_special_A
8,॥,॥,-3.95722,0,contains_special_A
9,ा,ा,-4.07962,1,starts_with_dependent_vowel
10,े,े,-4.31836,1,starts_with_dependent_vowel
11,ो,ो,-4.44102,1,starts_with_dependent_vowel
12,▁च,च,-4.53401,0,simple_cv
13,▁न,न,-4.61752,0,simple_cv
14,म्,म्,-4.64792,0,ends_with_virama
16,▁स,स,-4.94483,0,simple_cv
18,म,म,-5.32191,0,simple_cv
21,ेन,ेन,-5.42948,1,starts_with_dependent_vowel
22,ाः,ाः,-5.47049,1,starts_with_dependent_vowel;contains_special_A
23,ी,ी,-5.77359,1,starts_with_dependent_vowel
24,▁वा,वा,-5.78821,1,simple_cv
25,ि,ि,-5.97677,1,starts_with_dependent_vowel
26,▁तु,तु,-5.99904,1,simple_cv
28,ौ,ौ,-6.05912,1,starts_with_dependent_vowel
29,ति,ति,-6.10129,1,simple_cv
30,ैः,ैः,-6.10342,1,starts_with_dependent_vowel;contains_special_A
32,▁हि,हि,-6.13276,1,simple_cv
33,न,न,-6.13975,0,simple_cv
34,त,त,-6.22119,0,simple_cv
35,ात्,ात्,-6.22184,1,starts_with_dependent_vowel;ends_with_virama
36,ाय,ाय,-6.22277,1,starts_with_dependent_vowel
37,ानि,ानि,-6.24908,2,starts_with_dependent_vowel
38,ान्,ान्,-6.26351,1,starts_with_dependent_vowel;ends_with_virama
42,ेषु,ेषु,-6.34462,2,starts_with_dependent_vowel
44,या,या,-6.38959,1,simple_cv
45,क,क,-6.40106,0,simple_cv
48,ानां,ानां,-6.42757,2,starts_with_dependent_vowel;contains_special_A
49,▁ते,ते,-6.48409,1,simple_cv
50,ता,ता,-6.48689,1,simple_cv
51,▁वि,वि,-6.48998,1,simple_cv
54,ेण,ेण,-6.60058,1,starts_with_dependent_vowel
55,ादि,ादि,-6.60449,2,starts_with_dependent_vowel
56,स,स,-6.63229,0,simple_cv
57,ां,ां,-6.63543,1,starts_with_dependent_vowel;contains_special_A
59,ऽ,ऽ,-6.65687,0,contains_special_A
60,ते,ते,-6.65911,1,simple_cv
63,ेति,ेति,-6.69106,2,starts_with_dependent_vowel
64,र,र,-6.72112,0,simple_cv
65,्,्,-6.72789,0,ends_with_virama
66,तः,तः,-6.77526,0,contains_special_A
68,स्,स्,-6.80813,0,ends_with_virama
69,ैर्,ैर्,-6.81533,1,starts_with_dependent_vowel;ends_with_virama
72,▁सु,सु,-6.83303,1,simple_cv
73,▁सा,सा,-6.84004,1,simple_cv
74,य,य,-6.84454,0,simple_cv
75,व,व,-6.87646,0,simple_cv
76,र्,र्,-6.90064,0,ends_with_virama
77,ोऽ,ोऽ,-6.91902,1,starts_with_dependent_vowel;contains_special_A
78,न्,न्,-6.92485,0,ends_with_virama
79,▁किं,किं,-6.92628,1,contains_special_A
80,▁तत्,तत्,-6.93053,0,ends_with_virama
81,वि,वि,-6.96154,1,simple_cv
82,▁एवं,एवं,-6.97666,1,contains_special_A
83,▁य,य,-6.98919,0,simple_cv
84,ाद,ाद,-6.99755,1,starts_with_dependent_vowel
85,▁सं,सं,-7.02589,0,contains_special_A
87,▁वै,वै,-7.06246,1,simple_cv
88,ान,ान,-7.08103,1,starts_with_dependent_vowel
93,तो,तो,-7.1126,1,simple_cv
96,ार्थ,ार्थ,-7.12665,1,starts_with_dependent_vowel
97,▁मे,मे,-7.1293,1,simple_cv
98,त्वात्,त्वात्,-7.13281,1,ends_with_virama
99,पि,पि,-7.1444,1,simple_cv
100,▁चोर्रेच्त्,चोर्रेच्त्,-7.15291,2,ends_with_virama
101,▁त,त,-7.17232,0,simple_cv
104,ना,ना,-7.19442,1,simple_cv
106,त्वं,त्वं,-7.20881,0,contains_special_A
111,द,द,-7.26615,0,simple_cv
115,ाद्,ाद्,-7.28548,1,starts_with_dependent_vowel;ends_with_virama
116,ित,ित,-7.29029,1,starts_with_dependent_vowel
117,त्,त्,-7.29421,0,ends_with_virama
118,▁तं,तं,-7.29755,0,contains_special_A
119,▁ततः,ततः,-7.30581,0,contains_special_A
122,▁तद्,तद्,-7.33423,0,ends_with_virama
123,▁ये,ये,-7.34514,1,simple_cv
125,सं,सं,-7.36831,0,contains_special_A
127,▁क,क,-7.3756,0,simple_cv
128,प,प,-7.37586,0,simple_cv
129,मा,मा,-7.38286,1,simple_cv
131,ु,ु,-7.39377,1,starts_with_dependent_vowel
132,सु,सु,-7.39604,1,simple_cv
133,सि,सि,-7.40232,1,simple_cv
134,ैव,ैव,-7.4068,1,starts_with_dependent_vowel
135,▁मा,मा,-7.42135,1,simple_cv
136,▁स्यात्,स्यात्,-7.42911,1,ends_with_virama
137,भिः,भिः,-7.43184,1,contains_special_A
138,ाव,ाव,-7.44155,1,starts_with_dependent_vowel
140,ास्च,ास्च,-7.45607,1,starts_with_dependent_vowel
141,▁या,या,-7.4586,1,simple_cv
142,ैर,ैर,-7.46257,1,starts_with_dependent_vowel
143,ज,ज,-7.46522,0,simple_cv
144,▁पुनः,पुनः,-7.4703,1,contains_special_A
145,च,च,-7.48508,0,simple_cv
148,ोऽपि,ोऽपि,-7.50196,2,starts_with_dependent_vowel;contains_special_A
150,ाणां,ाणां,-7.50396,2,starts_with_dependent_vowel;contains_special_A
155,ेव,ेव,-7.53698,1,starts_with_dependent_vowel
159,ेऽ,ेऽ,-7.54884,1,starts_with_dependent_vowel;contains_special_A
160,▁कथं,कथं,-7.55443,0,contains_special_A
163,तु,तु,-7.56886,1,simple_cv
165,▁यो,यो,-7.5737,1,simple_cv
169,थ,थ,-7.59546,0,simple_cv
171,ाद्य,ाद्य,-7.61952,1,starts_with_dependent_vowel
172,वत्,वत्,-7.62905,0,ends_with_virama
176,तां,तां,-7.6446,1,contains_special_A
177,योः,योः,-7.6455,1,contains_special_A
178,ाणि,ाणि,-7.65203,2,starts_with_dependent_vowel
179,िका,िका,-7.65277,2,starts_with_dependent_vowel
184,नि,नि,-7.66744,1,simple_cv
188,▁ह,ह,-7.67393,0,simple_cv
189,ै,ै,-7.67464,1,starts_with_dependent_vowel
190,ान्य,ान्य,-7.67868,1,starts_with_dependent_vowel
193,▁नि,नि,-7.69744,1,simple_cv
194,ेत,ेत,-7.69917,1,starts_with_dependent_vowel
195,ोप,ोप,-7.70502,1,starts_with_dependent_vowel
197,▁व,व,-7.70609,0,simple_cv
199,▁यत्,यत्,-7.72743,0,ends_with_virama
203,▁यः,यः,-7.7649,0,contains_special_A
204,ण,ण,-7.76657,0,simple_cv
207,ानाम,ानाम,-7.7764,2,starts_with_dependent_vowel
208,िक,िक,-7.78051,1,starts_with_dependent_vowel
211,ेऽपि,ेऽपि,-7.78515,2,starts_with_dependent_vowel;contains_special_A
216,द्,द्,-7.81319,0,ends_with_virama
219,ल,ल,-7.81796,0,simple_cv
221,▁ऽ,ऽ,-7.82714,0,contains_special_A
224,ग,ग,-7.8453,0,simple_cv
226,ह,ह,-7.85109,0,simple_cv
228,ाम्,ाम्,-7.86054,1,starts_with_dependent_vowel;ends_with_virama
230,िता,िता,-7.86261,2,starts_with_dependent_vowel
231,ैक,ैक,-7.87041,1,starts_with_dependent_vowel
232,ाह,ाह,-7.87076,1,starts_with_dependent_vowel
235,येत्,येत्,-7.88829,1,ends_with_virama
236,ान्तर,ान्तर,-7.88878,1,starts_with_dependent_vowel
238,ैस्च,ैस्च,-7.89875,1,starts_with_dependent_vowel
239,▁भवेत्,भवेत्,-7.90571,1,ends_with_virama
241,▁त्वं,त्वं,-7.90668,0,contains_special_A
242,ात्म,ात्म,-7.90847,1,starts_with_dependent_vowel
247,ेत्,ेत्,-7.92056,1,starts_with_dependent_vowel;ends_with_virama
249,कं,कं,-7.92862,0,contains_special_A
251,▁ना,ना,-7.92973,1,simple_cv
253,▁दुःख,दुःख,-7.94224,1,contains_special_A
257,▁तेषां,तेषां,-7.95335,2,contains_special_A
258,ये,ये,-7.95418,1,simple_cv
259,यो,यो,-7.95446,1,simple_cv
261,कः,कः,-7.96146,0,contains_special_A
270,ायां,ायां,-7.99801,2,starts_with_dependent_vowel;contains_special_A
271,भि,भि,-7.99865,1,simple_cv
274,वान्,वान्,-8.01311,1,ends_with_virama
275,ामि,ामि,-8.02235,2,starts_with_dependent_vowel
276,षु,षु,-8.0233,1,simple_cv
278,भिर्,भिर्,-8.0257,1,ends_with_virama
282,का,का,-8.05019,1,simple_cv
291,ानु,ानु,-8.08238,2,starts_with_dependent_vowel
292,ाच्च,ाच्च,-8.08247,1,starts_with_dependent_vowel
293,▁ज,ज,-8.08801,0,simple_cv
307,▁निर्,निर्,-8.12491,1,ends_with_virama
312,हि,हि,-8.14077,1,simple_cv
315,▁प,प,-8.15119,0,simple_cv
320,▁तां,तां,-8.1775,1,contains_special_A
322,ान्न,ान्न,-8.17976,1,starts_with_dependent_vowel
323,यः,यः,-8.18069,0,contains_special_A
325,ात्मा,ात्मा,-8.19014,2,starts_with_dependent_vowel
327,ाभ्यां,ाभ्यां,-8.20017,2,starts_with_dependent_vowel;contains_special_A
331,नु,नु,-8.21207,1,simple_cv
333,से,से,-8.21745,1,simple_cv
334,ाङ्ग,ाङ्ग,-8.21766,1,starts_with_dependent_vowel
336,ेष्व,ेष्व,-8.22348,1,starts_with_dependent_vowel
340,▁गो,गो,-8.22886,1,simple_cv
342,कम्,कम्,-8.23765,0,ends_with_virama
343,ांस्च,ांस्च,-8.23778,1,starts_with_dependent_vowel;contains_special_A
349,सा,सा,-8.25584,1,simple_cv
350,नं,नं,-8.25662,0,contains_special_A
352,ार्थं,ार्थं,-8.25756,1,starts_with_dependent_vowel;contains_special_A
353,ापि,ापि,-8.26327,2,starts_with_dependent_vowel
357,▁म,म,-8.27575,0,simple_cv
358,ीय,ीय,-8.27825,1,starts_with_dependent_vowel
361,▁चा,चा,-8.28816,1,simple_cv
363,▁चेत्,चेत्,-8.28903,1,ends_with_virama
366,िति,िति,-8.29194,2,starts_with_dependent_vowel
373,▁पुनर्,पुनर्,-8.30428,1,ends_with_virama
379,ध,ध,-8.32265,0,simple_cv
380,▁ता,ता,-8.32788,1,simple_cv
381,यं,यं,-8.32807,0,contains_special_A
384,▁सर्वं,सर्वं,-8.33726,0,contains_special_A
385,ान्त,ान्त,-8.34061,1,starts_with_dependent_vowel
386,ोक्त,ोक्त,-8.34137,1,starts_with_dependent_vowel
387,▁यद्,यद्,-8.34475,0,ends_with_virama
391,▁मां,मां,-8.35429,1,contains_special_A
394,वा,वा,-8.36741,1,simple_cv
398,के,के,-8.37064,1,simple_cv
399,िनी,िनी,-8.37227,2,starts_with_dependent_vowel
402,यां,यां,-8.37963,1,contains_special_A
406,योर्,योर्,-8.39064,1,ends_with_virama
410,ाभि,ाभि,-8.3965,2,starts_with_dependent_vowel
411,त्वम्,त्वम्,-8.39826,0,ends_with_virama
413,ासु,ासु,-8.39947,2,starts_with_dependent_vowel
417,▁इत्यर्थः,इत्यर्थः,-8.40499,1,contains_special_A
419,▁तस्मात्,तस्मात्,-8.41636,1,ends_with_virama
421,ताम्,ताम्,-8.41771,1,ends_with_virama
423,भ,भ,-8.41827,0,simple_cv
425,▁भावः,भावः,-8.4204,1,contains_special_A
428,ानाम्,ानाम्,-8.42435,2,starts_with_dependent_vowel;ends_with_virama
433,ेत्य,ेत्य,-8.43099,1,starts_with_dependent_vowel
443,को,को,-8.45657,1,simple_cv
448,यन्,यन्,-8.46069,0,ends_with_virama
450,मिदं,मिदं,-8.46364,1,contains_special_A
454,▁र,र,-8.47467,0,simple_cv
455,ेन्द्रिय,ेन्द्रिय,-8.47544,2,starts_with_dependent_vowel
466,ादौ,ादौ,-8.48954,2,starts_with_dependent_vowel
469,ितं,ितं,-8.49461,1,starts_with_dependent_vowel;contains_special_A
471,▁का,का,-8.49785,1,simple_cv
472,ितः,ितः,-8.49791,1,starts_with_dependent_vowel;contains_special_A
474,ाकार,ाकार,-8.5002,2,starts_with_dependent_vowel
475,▁भगवान्,भगवान्,-8.50056,1,ends_with_virama
479,ेन्द्र,ेन्द्र,-8.50736,1,starts_with_dependent_vowel
481,▁इदं,इदं,-8.5106,1,contains_special_A
484,▁द,द,-8.51834,0,simple_cv
485,ादीनां,ादीनां,-8.51877,3,starts_with_dependent_vowel;contains_special_A
488,ास्ते,ास्ते,-8.52118,2,starts_with_dependent_vowel
490,्यं,्यं,-8.52411,0,contains_special_A
501,▁परं,परं,-8.54889,0,contains_special_A
505,मु,मु,-8.55443,1,simple_cv
511,यत्,यत्,-8.56495,0,ends_with_virama
513,धि,धि,-8.56572,1,simple_cv
514,ाग्र,ाग्र,-8.56577,1,starts_with_dependent_vowel
516,िनः,िनः,-8.56751,1,starts_with_dependent_vowel;contains_special_A
517,▁ग,ग,-8.57197,0,simple_cv
521,ास्रय,ास्रय,-8.57644,1,starts_with_dependent_vowel
524,ने,ने,-8.58165,1,simple_cv
528,ेभ्यः,ेभ्यः,-8.58365,1,starts_with_dependent_vowel;contains_special_A
529,▁ल,ल,-8.58442,0,simple_cv
533,ोऽयं,ोऽयं,-8.59219,1,starts_with_dependent_vowel;contains_special_A
535,ाभाव,ाभाव,-8.59335,2,starts_with_dependent_vowel
536,णा,णा,-8.59624,1,simple_cv
541,िर,िर,-8.60421,1,starts_with_dependent_vowel
542,ाम,ाम,-8.60566,1,starts_with_dependent_vowel
543,सो,सो,-8.60769,1,simple_cv
545,दि,दि,-8.60929,1,simple_cv
548,ेनैव,ेनैव,-8.61261,2,starts_with_dependent_vowel
552,ुप,ुप,-8.61795,1,starts_with_dependent_vowel
554,श,श,-8.62282,0,simple_cv
556,ट,ट,-8.62456,0,simple_cv
558,ड,ड,-8.6249,0,simple_cv
567,ादिषु,ादिषु,-8.63277,3,starts_with_dependent_vowel
570,दा,दा,-8.63644,1,simple_cv
573,ेयं,ेयं,-8.63716,1,starts_with_dependent_vowel;contains_special_A
574,वद्,वद्,-8.6395,0,ends_with_virama
575,▁राजन्,राजन्,-8.63985,1,ends_with_virama
576,ाप,ाप,-8.64033,1,starts_with_dependent_vowel
578,▁नित्यं,नित्यं,-8.64341,1,contains_special_A
587,▁तस्मिन्,तस्मिन्,-8.64973,1,ends_with_virama
588,हं,हं,-8.65169,0,contains_special_A
593,सः,सः,-8.65548,0,contains_special_A
596,ादिति,ादिति,-8.65953,3,starts_with_dependent_vowel
599,▁ख,ख,-8.66047,0,simple_cv
600,ङ्,ङ्,-8.66106,0,ends_with_virama
606,ादयः,ादयः,-8.6644,1,starts_with_dependent_vowel;contains_special_A
607,ेभ्यो,ेभ्यो,-8.66456,2,starts_with_dependent_vowel
613,ब,ब,-8.67304,0,simple_cv
617,▁नो,नो,-8.67665,1,simple_cv
619,मि,मि,-8.67689,1,simple_cv
620,सौ,सौ,-8.67904,1,simple_cv
623,▁यावत्,यावत्,-8.68331,1,ends_with_virama
625,ष,ष,-8.68407,0,simple_cv
626,ू,ू,-8.68418,1,starts_with_dependent_vowel
632,ित्वा,ित्वा,-8.68735,2,starts_with_dependent_vowel
635,▁को,को,-8.69126,1,simple_cv
636,ुः,ुः,-8.69333,1,starts_with_dependent_vowel;contains_special_A
637,▁सोऽ,सोऽ,-8.69447,1,contains_special_A
645,रि,रि,-8.70406,1,simple_cv
648,ेष,ेष,-8.70527,1,starts_with_dependent_vowel
649,▁स्वयं,स्वयं,-8.70602,0,contains_special_A
655,ेद,ेद,-8.72042,1,starts_with_dependent_vowel
658,▁अयं,अयं,-8.72141,1,contains_special_A
660,ाया,ाया,-8.7247,2,starts_with_dependent_vowel
663,नम्,नम्,-8.72676,0,ends_with_virama
669,घ,घ,-8.73159,0,simple_cv
670,निर्,निर्,-8.73203,1,ends_with_virama
672,ेस्वर,ेस्वर,-8.73958,1,starts_with_dependent_vowel
675,ोत्तर,ोत्तर,-8.74344,1,starts_with_dependent_vowel
676,ास्,ास्,-8.74629,1,starts_with_dependent_vowel;ends_with_virama
679,▁भगवन्,भगवन्,-8.75208,0,ends_with_virama
680,ती,ती,-8.75228,1,simple_cv
681,ाग्नि,ाग्नि,-8.75466,2,starts_with_dependent_vowel
687,ाति,ाति,-8.76693,2,starts_with_dependent_vowel
689,ाणाम,ाणाम,-8.76961,2,starts_with_dependent_vowel
700,▁नमः,नमः,-8.78284,0,contains_special_A
701,िः,िः,-8.78334,1,starts_with_dependent_vowel;contains_special_A
702,ानन्द,ानन्द,-8.78422,1,starts_with_dependent_vowel
703,▁अहं,अहं,-8.78428,1,contains_special_A
705,ीनां,ीनां,-8.78601,2,starts_with_dependent_vowel;contains_special_A
714,जा,जा,-8.80275,1,simple_cv
721,▁संसार,संसार,-8.80774,1,contains_special_A
722,ाथ,ाथ,-8.80972,1,starts_with_dependent_vowel
724,▁तौ,तौ,-8.81419,1,simple_cv
726,ीं,ीं,-8.81545,1,starts_with_dependent_vowel;contains_special_A
728,ेक,ेक,-8.81674,1,starts_with_dependent_vowel
729,स्तत्,स्तत्,-8.81712,0,ends_with_virama
735,ितम्,ितम्,-8.82659,1,starts_with_dependent_vowel;ends_with_virama
738,▁तस्माद्,तस्माद्,-8.83189,1,ends_with_virama
747,▁कु,कु,-8.84104,1,simple_cv
751,ीति,ीति,-8.84547,2,starts_with_dependent_vowel
752,दुःख,दुःख,-8.84606,1,contains_special_A
753,▁पादस्,पादस्,-8.84768,1,ends_with_virama
754,नी,नी,-8.84822,1,simple_cv
755,▁किम्,किम्,-8.8491,1,ends_with_virama
756,▁रूपं,रूपं,-8.8497,1,contains_special_A
759,्यां,्यां,-8.85116,1,contains_special_A
763,ादेव,ादेव,-8.85302,2,starts_with_dependent_vowel
766,▁अब्,अब्,-8.85451,1,ends_with_virama
773,ेद्,ेद्,-8.86848,1,starts_with_dependent_vowel;ends_with_virama
781,▁पूर्वं,पूर्वं,-8.87146,1,contains_special_A
782,वै,वै,-8.87152,1,simple_cv
786,▁ॐ,ॐ,-8.87658,0,contains_special_A
792,ात्मक,ात्मक,-8.88296,1,starts_with_dependent_vowel
793,ोऽप्य,ोऽप्य,-8.88407,1,starts_with_dependent_vowel;contains_special_A
794,ेर,ेर,-8.88632,1,starts_with_dependent_vowel
798,▁पि,पि,-8.88853,1,simple_cv
802,ञ्,ञ्,-8.89137,0,ends_with_virama
806,▁चित्,चित्,-8.89342,1,ends_with_virama
809,ात,ात,-8.90031,1,starts_with_dependent_vowel
813,त्वाद्,त्वाद्,-8.90205,1,ends_with_virama
819,ेह,ेह,-8.908,1,starts_with_dependent_vowel
822,▁नु,नु,-8.91315,1,simple_cv
824,ेय,ेय,-8.91502,1,starts_with_dependent_vowel
825,ेत्यर्थः,ेत्यर्थः,-8.9153,1,starts_with_dependent_vowel;contains_special_A
828,ासन,ासन,-8.91796,1,starts_with_dependent_vowel
837,तोऽ,तोऽ,-8.92478,1,contains_special_A
838,▁सन्,सन्,-8.92545,0,ends_with_virama
839,ेर्,ेर्,-8.92601,1,starts_with_dependent_vowel;ends_with_virama
840,ाख्य,ाख्य,-8.92825,1,starts_with_dependent_vowel
842,ुर्,ुर्,-8.92992,1,starts_with_dependent_vowel;ends_with_virama
851,▁ब,ब,-8.93786,0,simple_cv
853,▁तावत्,तावत्,-8.94007,1,ends_with_virama
855,▁अतः,अतः,-8.94325,1,contains_special_A
864,▁एतत्,एतत्,-8.9555,1,ends_with_virama
867,पा,पा,-8.95686,1,simple_cv
872,▁भ,भ,-8.96243,0,simple_cv
878,▁दुर्,दुर्,-8.97367,1,ends_with_virama
880,भू,भू,-8.97438,1,simple_cv
885,ाप्य,ाप्य,-8.97752,1,starts_with_dependent_vowel
892,▁मनः,मनः,-8.97929,0,contains_special_A
899,िर्,िर्,-8.98926,1,starts_with_dependent_vowel;ends_with_virama
902,▁तन्,तन्,-8.99073,0,ends_with_virama
906,ायाः,ायाः,-8.99385,2,starts_with_dependent_vowel;contains_special_A
908,िह,िह,-8.99543,1,starts_with_dependent_vowel
909,ख,ख,-8.99747,0,simple_cv
916,ुर,ुर,-9.00254,1,starts_with_dependent_vowel
919,▁वयं,वयं,-9.00808,0,contains_special_A
920,धा,धा,-9.00914,1,simple_cv
921,ाकास,ाकास,-9.00968,2,starts_with_dependent_vowel
923,▁भू,भू,-9.01159,1,simple_cv
924,ास्ति,ास्ति,-9.01206,2,starts_with_dependent_vowel
925,▁हेतोः,हेतोः,-9.01264,2,contains_special_A
935,ादित्य,ादित्य,-9.01791,2,starts_with_dependent_vowel
938,िभिः,िभिः,-9.02054,2,starts_with_dependent_vowel;contains_special_A
939,सम्,सम्,-9.02055,0,ends_with_virama
943,मित्यर्थः,मित्यर्थः,-9.02238,1,contains_special_A
944,िनो,िनो,-9.0225,2,starts_with_dependent_vowel
946,संबन्ध,संबन्ध,-9.02328,0,contains_special_A
949,▁कुतः,कुतः,-9.0247,1,contains_special_A
952,रूपं,रूपं,-9.02765,1,contains_special_A
954,िव,िव,-9.02782,1,starts_with_dependent_vowel
959,ास्तु,ास्तु,-9.03221,2,starts_with_dependent_vowel
960,▁उद्,उद्,-9.03229,1,ends_with_virama
961,ेहि,ेहि,-9.03349,2,starts_with_dependent_vowel
962,काः,काः,-9.03376,1,contains_special_A
964,स्तद्,स्तद्,-9.03432,0,ends_with_virama
969,रा,रा,-9.04203,1,simple_cv
970,▁च्द्,च्द्,-9.04384,0,ends_with_virama
971,ोर्,ोर्,-9.04406,1,starts_with_dependent_vowel;ends_with_virama
973,ागम,ागम,-9.04834,1,starts_with_dependent_vowel
974,क्,क्,-9.0485,0,ends_with_virama
975,न्तं,न्तं,-9.04852,0,contains_special_A
981,ास्व,ास्व,-9.05166,1,starts_with_dependent_vowel
983,ास्त,ास्त,-9.05293,1,starts_with_dependent_vowel
986,▁स्याद्,स्याद्,-9.05446,1,ends_with_virama
988,▁फलं,फलं,-9.05639,0,contains_special_A
989,▁उत्,उत्,-9.0565,1,ends_with_virama
992,सी,सी,-9.05779,1,simple_cv
998,ैस्,ैस्,-9.06316,1,starts_with_dependent_vowel;ends_with_virama
1002,▁जगत्,जगत्,-9.06802,0,ends_with_virama
1003,ांस,ांस,-9.07032,1,starts_with_dependent_vowel;contains_special_A
1019,ह्,ह्,-9.08212,0,ends_with_virama
1023,ासि,ासि,-9.08623,2,starts_with_dependent_vowel
1024,ैष,ैष,-9.08658,1,starts_with_dependent_vowel
1025,ार्थः,ार्थः,-9.08817,1,starts_with_dependent_vowel;contains_special_A
1028,▁संस्कार,संस्कार,-9.09187,1,contains_special_A
1029,णि,णि,-9.09607,1,simple_cv
1032,मेतत्,मेतत्,-9.09908,1,ends_with_virama
1036,ेदं,ेदं,-9.10122,1,starts_with_dependent_vowel;contains_special_A
1039,स्तं,स्तं,-9.10184,0,contains_special_A
1047,भ्यः,भ्यः,-9.10819,0,contains_special_A
1048,▁ज्ञानं,ज्ञानं,-9.10935,1,contains_special_A
1058,▁कृतं,कृतं,-9.11662,1,contains_special_A
1059,चि,चि,-9.11905,1,simple_cv
1060,▁सम्यक्,सम्यक्,-9.11909,0,ends_with_virama
1061,▁संसयः,संसयः,-9.11989,0,contains_special_A
1062,▁सम्,सम्,-9.12072,0,ends_with_virama
1065,गो,गो,-9.12246,1,simple_cv
1066,▁कः,कः,-9.12511,0,contains_special_A
1067,वः,वः,-9.12573,0,contains_special_A
1073,▁ततोऽ,ततोऽ,-9.13083,1,contains_special_A
1074,▁कुर्यात्,कुर्यात्,-9.13103,2,ends_with_virama
1076,िना,िना,-9.13212,2,starts_with_dependent_vowel
1082,मात्रं,मात्रं,-9.13628,1,contains_special_A
1083,▁छ,छ,-9.13661,0,simple_cv
1085,▁कार्यं,कार्यं,-9.13768,1,contains_special_A
1086,ेत्यादि,ेत्यादि,-9.13783,3,starts_with_dependent_vowel
1087,वे,वे,-9.13845,1,simple_cv
1090,▁सर्वेषां,सर्वेषां,-9.14262,2,contains_special_A
1093,ार्य,ार्य,-9.14562,1,starts_with_dependent_vowel
1098,ेऽप्य,ेऽप्य,-9.15042,1,starts_with_dependent_vowel;contains_special_A
1099,च्,च्,-9.15077,0,ends_with_virama
1101,▁त्वां,त्वां,-9.15138,1,contains_special_A
1107,ाक्ष,ाक्ष,-9.15436,1,starts_with_dependent_vowel
1108,ाभावात्,ाभावात्,-9.1544,3,starts_with_dependent_vowel;ends_with_virama
1109,स्मिन्,स्मिन्,-9.15592,1,ends_with_virama
1110,स्त्वं,स्त्वं,-9.15745,0,contains_special_A
1111,छ,छ,-9.15892,0,simple_cv
1114,ोदय,ोदय,-9.16171,1,starts_with_dependent_vowel
1115,ार्ध,ार्ध,-9.16417,1,starts_with_dependent_vowel
1116,ीकृत,ीकृत,-9.1644,2,starts_with_dependent_vowel
1117,संयोग,संयोग,-9.16468,1,contains_special_A
1125,▁संज्ञा,संज्ञा,-9.17125,1,contains_special_A
1126,ाण्य,ाण्य,-9.17143,1,starts_with_dependent_vowel
1127,▁संयोग,संयोग,-9.17188,1,contains_special_A
1130,िषु,िषु,-9.17508,2,starts_with_dependent_vowel
1131,▁सिंह,सिंह,-9.1763,1,contains_special_A
1135,िष्यति,िष्यति,-9.18059,2,starts_with_dependent_vowel
1136,ोऽथ,ोऽथ,-9.18313,1,starts_with_dependent_vowel;contains_special_A
1138,▁तान्,तान्,-9.18535,1,ends_with_virama
1142,ोत्तम,ोत्तम,-9.189,1,starts_with_dependent_vowel
1143,ग्,ग्,-9.1891,0,ends_with_virama
1145,ज्ञानं,ज्ञानं,-9.18947,1,contains_special_A
1153,ारम्भ,ारम्भ,-9.19741,1,starts_with_dependent_vowel
1160,▁के,के,-9.20371,1,simple_cv
1161,▁यतः,यतः,-9.20488,0,contains_special_A
1162,ितुं,ितुं,-9.20624,2,starts_with_dependent_vowel;contains_special_A
1164,मी,मी,-9.20829,1,simple_cv
1168,णं,णं,-9.20991,0,contains_special_A
1172,ात्र,ात्र,-9.21141,1,starts_with_dependent_vowel
1173,▁पु,पु,-9.2123,1,simple_cv
1179,▁यं,यं,-9.21614,0,contains_special_A
1180,ला,ला,-9.21696,1,simple_cv
1186,ास,ास,-9.22024,1,starts_with_dependent_vowel
1187,मान्,मान्,-9.22091,1,ends_with_virama
1196,ात्मना,ात्मना,-9.22483,2,starts_with_dependent_vowel
1197,▁महत्,महत्,-9.22538,0,ends_with_virama
1201,ुक्त,ुक्त,-9.2281,1,starts_with_dependent_vowel
1202,▁दोषः,दोषः,-9.22816,1,contains_special_A
1203,ायुध,ायुध,-9.22895,2,starts_with_dependent_vowel
1206,▁ति,ति,-9.23097,1,simple_cv
1208,ृ,ृ,-9.23331,1,starts_with_dependent_vowel
1210,ैस्त,ैस्त,-9.23469,1,starts_with_dependent_vowel
1214,ोत्,ोत्,-9.23657,1,starts_with_dependent_vowel;ends_with_virama
1215,▁ध,ध,-9.23663,0,simple_cv
1217,▁श,श,-9.23848,0,simple_cv
1222,िताः,िताः,-9.24101,2,starts_with_dependent_vowel;contains_special_A
1224,ार,ार,-9.24251,1,starts_with_dependent_vowel
1226,ाचार्य,ाचार्य,-9.24426,2,starts_with_dependent_vowel
1227,ाहं,ाहं,-9.24512,1,starts_with_dependent_vowel;contains_special_A
1233,संभव,संभव,-9.24912,0,contains_special_A
1235,ाल,ाल,-9.25025,1,starts_with_dependent_vowel
1236,ानुमान,ानुमान,-9.2508,3,starts_with_dependent_vowel
1240,न्तः,न्तः,-9.25255,0,contains_special_A
1244,ोऽस्ति,ोऽस्ति,-9.25566,2,starts_with_dependent_vowel;contains_special_A
1247,सत्,सत्,-9.25773,0,ends_with_virama
1249,ोऽसि,ोऽसि,-9.25952,2,starts_with_dependent_vowel;contains_special_A
1255,▁कथम्,कथम्,-9.2679,0,ends_with_virama
