path,source,layer,chars,lines,compact_chars,duplicate_status,duplicate_of,layer_weight,duplicate_weight,final_weight,effective_chars
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_01_u.txt,gretil,veda,178480,4129,155244,primary,,0.800,1.000,0.800,142784.0
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_02_u.txt,gretil,veda,41567,883,36177,primary,,0.800,1.000,0.800,33253.6
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_03_u.txt,gretil,veda,55578,1269,48415,primary,,0.800,1.000,0.800,44462.4
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_04_u.txt,gretil,veda,54785,1227,47652,primary,,0.800,1.000,0.800,43828.0
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_05_u.txt,gretil,veda,66565,1526,57759,primary,,0.800,1.000,0.800,53252.0
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_06_u.txt,gretil,veda,70099,1562,60791,primary,,0.800,1.000,0.800,56079.2
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_07_u.txt,gretil,veda,77596,1720,67135,primary,,0.800,1.000,0.800,62076.8
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_08_u.txt,gretil,veda,121153,3511,104810,primary,,0.800,1.000,0.800,96922.4
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_09_u.txt,gretil,veda,81447,2295,70401,primary,,0.800,1.000,0.800,65157.6
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_10_u.txt,gretil,veda,163772,3666,144045,primary,,0.800,1.000,0.800,131017.6
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn01u.txt,gretil,veda,189053,4225,165204,primary,,0.800,1.000,0.800,151242.4
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn02u.txt,gretil,veda,44658,902,39026,primary,,0.800,1.000,0.800,35726.4
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn03u.txt,gretil,veda,59361,1297,52016,primary,,0.800,1.000,0.800,47488.8
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn04u.txt,gretil,veda,56124,1235,48962,primary,,0.800,1.000,0.800,44899.2
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn05u.txt,gretil,veda,68145,1535,59324,primary,,0.800,1.000,0.800,54516.0
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn06u.txt,gretil,veda,72241,1599,62871,primary,,0.800,1.000,0.800,57792.8
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn07u.txt,gretil,veda,82736,1742,71993,primary,,0.800,1.000,0.800,66188.8
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn08u.txt,gretil,veda,126669,3516,110128,primary,,0.800,1.000,0.800,101335.2
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn09u.txt,gretil,veda,84629,2305,73511,primary,,0.800,1.000,0.800,67703.2
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rv_hn10u.txt,gretil,veda,173123,3684,151656,primary,,0.800,1.000,0.800,138498.4
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rvh1-10u.txt,gretil,veda,956755,22047,834691,primary,,0.800,1.000,0.800,765404.0
data/processed/gretil_devanagari/1_veda/1_sam/1_rv/rvkhilau.txt,gretil,veda,77293,1750,68913,primary,,0.800,1.000,0.800,61834.4
data/processed/gretil_devanagari/1_veda/1_sam/avs___u.txt,gretil,veda,525046,17024,454731,primary,,0.800,1.000,0.800,420036.8
data/processed/gretil_devanagari/1_veda/1_sam/avs_acu.txt,gretil,veda,524825,17045,454647,primary,,0.800,1.000,0.800,419860.0
data/processed/gretil_devanagari/1_veda/1_sam/maitrs_au.txt,gretil,veda,714520,8142,630475,primary,,0.800,1.000,0.800,571616.0
data/processed/gretil_devanagari/1_veda/1_sam/maitrs_pu.txt,gretil,veda,697008,8143,618068,primary,,0.800,1.000,0.800,557606.4
data/processed/gretil_devanagari/1_veda/1_sam/samavedu.txt,gretil,veda,140239,4245,120732,primary,,0.800,1.000,0.800,112191.2
data/processed/gretil_devanagari/1_veda/2_bra/gopbra_u.txt,gretil,veda,192146,5481,171086,primary,,0.800,1.000,0.800,153716.8
data/processed/gretil_devanagari/1_veda/2_bra/gopthbru.txt,gretil,veda,48857,141,44003,primary,,0.800,1.000,0.800,39085.6
data/processed/gretil_devanagari/1_veda/2_bra/kausibru.txt,gretil,veda,234300,7182,207133,primary,,0.800,1.000,0.800,187440.0
data/processed/gretil_devanagari/1_veda/2_bra/pncvbr1u.txt,gretil,veda,280684,3873,251406,primary,,0.800,1.000,0.800,224547.2
data/processed/gretil_devanagari/1_veda/2_bra/pncvbr2u.txt,gretil,veda,281265,3876,252384,primary,,0.800,1.000,0.800,225012.0
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_01_u.txt,gretil,veda,149128,3394,132499,primary,,0.800,1.000,0.800,119302.4
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_02_u.txt,gretil,veda,104137,2314,92564,primary,,0.800,1.000,0.800,83309.6
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_03_u.txt,gretil,veda,155252,3493,138043,primary,,0.800,1.000,0.800,124201.6
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_04_u.txt,gretil,veda,121869,2707,108496,primary,,0.800,1.000,0.800,97495.2
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_05_u.txt,gretil,veda,91686,2004,81529,primary,,0.800,1.000,0.800,73348.8
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_06_u.txt,gretil,veda,109112,2343,97896,primary,,0.800,1.000,0.800,87289.6
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_07_u.txt,gretil,veda,84968,1814,75873,primary,,0.800,1.000,0.800,67974.4
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_08_u.txt,gretil,veda,95975,2024,85932,primary,,0.800,1.000,0.800,76780.0
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_09_u.txt,gretil,veda,80700,1747,72014,primary,,0.800,1.000,0.800,64560.0
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_10_u.txt,gretil,veda,76792,1658,68363,primary,,0.800,1.000,0.800,61433.6
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_11_u.txt,gretil,veda,81499,1838,72308,primary,,0.800,1.000,0.800,65199.2
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_13_u.txt,gretil,veda,80149,1787,71885,primary,,0.800,1.000,0.800,64119.2
data/processed/gretil_devanagari/1_veda/2_bra/satapath/sb_14_u.txt,gretil,veda,140875,3271,124884,primary,,0.800,1.000,0.800,112700.0
data/processed/gretil_devanagari/1_veda/3_ara/sankharu.txt,gretil,veda,68058,320,60247,primary,,0.800,1.000,0.800,54446.4
data/processed/gretil_devanagari/1_veda/4_upa/agsas_1u.txt,gretil,veda,30147,625,27328,primary,,0.800,1.000,0.800,24117.6
data/processed/gretil_devanagari/1_veda/4_upa/agsas_2u.txt,gretil,veda,18650,381,16892,primary,,0.800,1.000,0.800,14920.0
data/processed/gretil_devanagari/1_veda/4_upa/agsas_3u.txt,gretil,veda,31372,583,28467,primary,,0.800,1.000,0.800,25097.6
data/processed/gretil_devanagari/1_veda/4_upa/agsas_4u.txt,gretil,veda,43299,933,39070,primary,,0.800,1.000,0.800,34639.2
data/processed/gretil_devanagari/1_veda/4_upa/aitup__u.txt,gretil,veda,4857,174,4326,primary,,0.800,1.000,0.800,3885.6
data/processed/gretil_devanagari/1_veda/4_upa/aitupsbu.txt,gretil,veda,44138,808,40045,primary,,0.800,1.000,0.800,35310.4
data/processed/gretil_devanagari/1_veda/4_upa/brbiuppu.txt,gretil,veda,1819,45,1611,primary,,0.800,1.000,0.800,1455.2
data/processed/gretil_devanagari/1_veda/4_upa/brup___u.txt,gretil,veda,101221,3119,89025,primary,,0.800,1.000,0.800,80976.8
data/processed/gretil_devanagari/1_veda/4_upa/brupsb1u.txt,gretil,veda,188740,2767,171592,primary,,0.800,1.000,0.800,150992.0
data/processed/gretil_devanagari/1_veda/4_upa/brupsb2u.txt,gretil,veda,116829,1719,105670,primary,,0.800,1.000,0.800,93463.2
data/processed/gretil_devanagari/1_veda/4_upa/brupsb3u.txt,gretil,veda,113718,1756,102354,primary,,0.800,1.000,0.800,90974.4
data/processed/gretil_devanagari/1_veda/4_upa/brupsb4u.txt,gretil,veda,169360,2852,153750,primary,,0.800,1.000,0.800,135488.0
data/processed/gretil_devanagari/1_veda/4_upa/brupsb5u.txt,gretil,veda,43760,889,39345,primary,,0.800,1.000,0.800,35008.0
data/processed/gretil_devanagari/1_veda/4_upa/brupsb6u.txt,gretil,veda,59181,1260,53177,primary,,0.800,1.000,0.800,47344.8
data/processed/gretil_devanagari/1_veda/4_upa/brupsb_u.txt,gretil,veda,691599,11248,625889,primary,,0.800,1.000,0.800,553279.2
data/processed/gretil_devanagari/1_veda/4_upa/chup___u.txt,gretil,veda,87586,3124,76887,primary,,0.800,1.000,0.800,70068.8
data/processed/gretil_devanagari/1_veda/4_upa/chupsb_u.txt,gretil,veda,410228,8219,369698,primary,,0.800,1.000,0.800,328182.4
data/processed/gretil_devanagari/1_veda/4_upa/garbhupu.txt,gretil,veda,3273,25,2926,primary,,0.800,1.000,0.800,2618.4
data/processed/gretil_devanagari/1_veda/4_upa/gmandk_u.txt,gretil,veda,17948,632,15746,primary,,0.800,1.000,0.800,14358.4
data/processed/gretil_devanagari/1_veda/4_upa/isup___u.txt,gretil,veda,1617,55,1415,primary,,0.800,1.000,0.800,1293.6
data/processed/gretil_devanagari/1_veda/4_upa/isupsb_u.txt,gretil,veda,18578,324,16760,primary,,0.800,1.000,0.800,14862.4
data/processed/gretil_devanagari/1_veda/4_upa/kaivup_u.txt,gretil,veda,3151,92,2785,primary,,0.800,1.000,0.800,2520.8
data/processed/gretil_devanagari/1_veda/4_upa/kathop_u.txt,gretil,veda,12299,404,10774,primary,,0.800,1.000,0.800,9839.2
data/processed/gretil_devanagari/1_veda/4_upa/mand_upu.txt,gretil,veda,4269,143,3766,primary,,0.800,1.000,0.800,3415.2
data/processed/gretil_devanagari/1_veda/4_upa/mandup_u.txt,gretil,veda,1334,35,1185,primary,,0.800,1.000,0.800,1067.2
data/processed/gretil_devanagari/1_veda/4_upa/ndbiuppu.txt,gretil,veda,1609,41,1423,primary,,0.800,1.000,0.800,1287.2
data/processed/gretil_devanagari/1_veda/4_upa/prasup_u.txt,gretil,veda,9099,317,7967,primary,,0.800,1.000,0.800,7279.2
data/processed/gretil_devanagari/1_veda/4_upa/prasupbu.txt,gretil,veda,56588,1034,50821,primary,,0.800,1.000,0.800,45270.4
data/processed/gretil_devanagari/1_veda/4_upa/sirup_u.txt,gretil,veda,8532,104,7474,primary,,0.800,1.000,0.800,6825.6
data/processed/gretil_devanagari/1_veda/4_upa/svetu_au.txt,gretil,veda,12098,354,10639,primary,,0.800,1.000,0.800,9678.4
data/processed/gretil_devanagari/1_veda/4_upa/svetu_iu.txt,gretil,veda,11831,451,10452,primary,,0.800,1.000,0.800,9464.8
data/processed/gretil_devanagari/1_veda/4_upa/svetu_pu.txt,gretil,veda,12189,350,10736,primary,,0.800,1.000,0.800,9751.2
data/processed/gretil_devanagari/1_veda/4_upa/svetugau.txt,gretil,veda,12812,404,11062,primary,,0.800,1.000,0.800,10249.6
data/processed/gretil_devanagari/1_veda/4_upa/svetugiu.txt,gretil,veda,12015,451,10431,primary,,0.800,1.000,0.800,9612.0
data/processed/gretil_devanagari/1_veda/4_upa/svetugpu.txt,gretil,veda,12904,401,11159,primary,,0.800,1.000,0.800,10323.2
data/processed/gretil_devanagari/1_veda/5_vedang/1_srauta/apsulb_u.txt,gretil,veda,18593,322,16996,primary,,0.800,1.000,0.800,14874.4
data/processed/gretil_devanagari/1_veda/5_vedang/1_srauta/apsulbcu.txt,gretil,veda,312681,8348,282626,primary,,0.800,1.000,0.800,250144.8
data/processed/gretil_devanagari/1_veda/5_vedang/1_srauta/asvss_u.txt,gretil,veda,184435,3158,164240,primary,,0.800,1.000,0.800,147548.0
data/processed/gretil_devanagari/1_veda/5_vedang/1_srauta/sankhssu.txt,gretil,veda,257679,5822,228284,primary,,0.800,1.000,0.800,206143.2
data/processed/gretil_devanagari/1_veda/5_vedang/1_srauta/vaitss_u.txt,gretil,veda,36095,1008,32976,primary,,0.800,1.000,0.800,28876.0
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/apastgcu.txt,gretil,veda,412017,9122,375161,primary,,0.800,1.000,0.800,329613.6
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/asvgs_u.txt,gretil,veda,42299,814,37784,primary,,0.800,1.000,0.800,33839.2
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/jaimigsu.txt,gretil,veda,40878,213,36927,primary,,0.800,1.000,0.800,32702.4
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/kaussu_u.txt,gretil,veda,95618,5890,83117,primary,,0.800,1.000,0.800,76494.4
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/kauthgsu.txt,gretil,veda,19719,71,17870,primary,,0.800,1.000,0.800,15775.2
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/keskaupu.txt,gretil,veda,501417,6539,449092,primary,,0.800,1.000,0.800,401133.6
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/manavgsu.txt,gretil,veda,53041,1897,46821,primary,,0.800,1.000,0.800,42432.8
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/sankhgsu.txt,gretil,veda,49439,1302,43862,primary,,0.800,1.000,0.800,39551.2
data/processed/gretil_devanagari/1_veda/5_vedang/2_grhya/vargs_u.txt,gretil,veda,30356,727,27284,primary,,0.800,1.000,0.800,24284.8
data/processed/gretil_devanagari/1_veda/5_vedang/2_paris/avpari_u.txt,gretil,veda,294331,3793,263945,primary,,0.800,1.000,0.800,235464.8
data/processed/gretil_devanagari/1_veda/5_vedang/2_paris/avpray_u.txt,gretil,veda,36911,1559,32805,primary,,0.800,1.000,0.800,29528.8
data/processed/gretil_devanagari/1_veda/5_vedang/2_paris/dantyovu.txt,gretil,veda,1954,53,1711,primary,,0.800,1.000,0.800,1563.2
data/processed/gretil_devanagari/1_veda/5_vedang/3_pratis/niruktau.txt,gretil,veda,207946,5399,183244,primary,,0.800,1.000,0.800,166356.8
data/processed/gretil_devanagari/1_veda/5_vedang/3_pratis/rgvidh_u.txt,gretil,veda,66469,2230,58849,primary,,0.800,1.000,0.800,53175.2
data/processed/gretil_devanagari/2_epic/mbh/ext/bhagvg_u.txt,gretil,epic,60058,2404,52698,primary,,1.000,1.000,1.000,60058.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c01u.txt,gretil,epic,37541,424,33284,primary,,1.000,1.000,1.000,37541.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c02u.txt,gretil,epic,182180,1399,160927,primary,,1.000,1.000,1.000,182180.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c03u.txt,gretil,epic,103682,852,91754,primary,,1.000,1.000,1.000,103682.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c04u.txt,gretil,epic,86181,656,76193,primary,,1.000,1.000,1.000,86181.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c05u.txt,gretil,epic,69516,560,61192,primary,,1.000,1.000,1.000,69516.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c06u.txt,gretil,epic,132253,1010,116700,primary,,1.000,1.000,1.000,132253.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c07u.txt,gretil,epic,74859,553,65964,primary,,1.000,1.000,1.000,74859.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c08u.txt,gretil,epic,56832,446,50300,primary,,1.000,1.000,1.000,56832.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c09u.txt,gretil,epic,83002,601,73179,primary,,1.000,1.000,1.000,83002.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c10u.txt,gretil,epic,63258,563,55839,primary,,1.000,1.000,1.000,63258.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c11u.txt,gretil,epic,75943,745,66931,primary,,1.000,1.000,1.000,75943.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c12u.txt,gretil,epic,40389,364,35605,primary,,1.000,1.000,1.000,40389.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c13u.txt,gretil,epic,79645,638,70698,primary,,1.000,1.000,1.000,79645.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c14u.txt,gretil,epic,48816,405,43075,primary,,1.000,1.000,1.000,48816.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c15u.txt,gretil,epic,48807,432,43120,primary,,1.000,1.000,1.000,48807.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c16u.txt,gretil,epic,42443,362,37589,primary,,1.000,1.000,1.000,42443.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c17u.txt,gretil,epic,46522,363,41183,primary,,1.000,1.000,1.000,46522.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c18u.txt,gretil,epic,91191,1074,80317,primary,,1.000,1.000,1.000,91191.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhg4c__u.txt,gretil,epic,1368415,11866,1208505,primary,,1.000,1.000,1.000,1368415.0
data/processed/gretil_devanagari/2_epic/mbh/ext/bhgce__u.txt,gretil,epic,59584,2147,52387,primary,,1.000,1.000,1.000,59584.0
data/processed/gretil_devanagari/2_epic/mbh/ext/hv_appau.txt,gretil,epic,932070,25314,830420,primary,,1.000,1.000,1.000,932070.0
data/processed/gretil_devanagari/2_epic/mbh/ext/hv_appiu.txt,gretil,epic,898363,44845,797892,primary,,1.000,1.000,1.000,898363.0
data/processed/gretil_devanagari/2_epic/mbh/ext/hv_apppu.txt,gretil,epic,932070,25314,830420,primary,,1.000,1.000,1.000,932070.0
data/processed/gretil_devanagari/2_epic/mbh/ext/hv_conau.txt,gretil,epic,693559,19412,615787,primary,,1.000,1.000,1.000,693559.0
data/processed/gretil_devanagari/2_epic/mbh/ext/hv_coniu.txt,gretil,epic,680410,34047,602629,primary,,1.000,1.000,1.000,680410.0
data/processed/gretil_devanagari/2_epic/mbh/ext/hv_conpu.txt,gretil,epic,699889,19401,622134,primary,,1.000,1.000,1.000,699889.0
data/processed/gretil_devanagari/2_epic/mbh/ext/hv_cumiu.txt,gretil,epic,1578773,78891,1400521,primary,,1.000,1.000,1.000,1578773.0
data/processed/gretil_devanagari/2_epic/mbh/ext/naray__u.txt,gretil,epic,102905,2701,91499,primary,,1.000,1.000,1.000,102905.0
data/processed/gretil_devanagari/2_epic/mbh/ext/naray_bu.txt,gretil,epic,106248,2714,91870,primary,,1.000,1.000,1.000,106248.0
data/processed/gretil_devanagari/2_epic/mbh/ext/narayriu.txt,gretil,epic,17341,2750,14381,primary,,1.000,1.000,1.000,17341.0
data/processed/gretil_devanagari/2_epic/mbh/mbh1-18u.txt,gretil,epic,8816319,224741,7835081,primary,,1.000,1.000,1.000,8816319.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_01_u.txt,gretil,epic,1019981,26291,905882,primary,,1.000,1.000,1.000,1019981.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_02_u.txt,gretil,epic,408715,10511,363410,primary,,1.000,1.000,1.000,408715.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_03_u.txt,gretil,epic,1066107,27216,946662,primary,,1.000,1.000,1.000,1066107.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_04_u.txt,gretil,epic,385706,10261,341913,primary,,1.000,1.000,1.000,385706.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_05_u.txt,gretil,epic,599446,14883,530834,primary,,1.000,1.000,1.000,599446.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_06_u.txt,gretil,epic,517305,13177,460575,primary,,1.000,1.000,1.000,517305.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_07_u.txt,gretil,epic,883671,22401,789663,primary,,1.000,1.000,1.000,883671.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_08_u.txt,gretil,epic,516719,13260,461041,primary,,1.000,1.000,1.000,516719.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_09_u.txt,gretil,epic,319003,8122,283599,primary,,1.000,1.000,1.000,319003.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_10_u.txt,gretil,epic,70240,1796,62543,primary,,1.000,1.000,1.000,70240.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_11_u.txt,gretil,epic,69479,1794,61633,primary,,1.000,1.000,1.000,69479.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_12_u.txt,gretil,epic,1365168,34165,1212963,primary,,1.000,1.000,1.000,1365168.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_13_u.txt,gretil,epic,1041616,26810,923563,primary,,1.000,1.000,1.000,1041616.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_14_u.txt,gretil,epic,393219,9965,348890,primary,,1.000,1.000,1.000,393219.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_15_u.txt,gretil,epic,95242,2430,84395,primary,,1.000,1.000,1.000,95242.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_16_u.txt,gretil,epic,28317,713,25285,primary,,1.000,1.000,1.000,28317.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_17_u.txt,gretil,epic,10647,271,9414,primary,,1.000,1.000,1.000,10647.0
data/processed/gretil_devanagari/2_epic/mbh/mbh_18_u.txt,gretil,epic,25704,658,22816,primary,,1.000,1.000,1.000,25704.0
data/processed/gretil_devanagari/2_epic/ramayana/ram2-3iu.txt,gretil,epic,450985,21236,400853,primary,,1.000,1.000,1.000,450985.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_01_u.txt,gretil,epic,155694,3943,138409,primary,,1.000,1.000,1.000,155694.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_02_u.txt,gretil,epic,258894,6409,229143,primary,,1.000,1.000,1.000,258894.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_02au.txt,gretil,epic,262187,6523,232587,primary,,1.000,1.000,1.000,262187.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_02pu.txt,gretil,epic,265415,6519,235821,primary,,1.000,1.000,1.000,265415.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_02su.txt,gretil,epic,265422,6519,235837,primary,,1.000,1.000,1.000,265422.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_03_u.txt,gretil,epic,168182,4209,149073,primary,,1.000,1.000,1.000,168182.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_03au.txt,gretil,epic,170372,4283,151282,primary,,1.000,1.000,1.000,170372.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_03pu.txt,gretil,epic,172499,4279,153415,primary,,1.000,1.000,1.000,172499.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_04_u.txt,gretil,epic,161531,4017,143487,primary,,1.000,1.000,1.000,161531.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_05_u.txt,gretil,epic,204706,5042,182498,primary,,1.000,1.000,1.000,204706.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_06_u.txt,gretil,epic,361939,8979,322531,primary,,1.000,1.000,1.000,361939.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_07_u.txt,gretil,epic,217179,5439,192307,primary,,1.000,1.000,1.000,217179.0
data/processed/gretil_devanagari/2_epic/ramayana/ram_1-7u.txt,gretil,epic,1528137,38044,1357448,primary,,1.000,1.000,1.000,1528137.0
data/processed/gretil_devanagari/3_purana/agp_bi_u.txt,gretil,purana,1158613,44132,1026300,primary,,0.700,1.000,0.700,811029.1
data/processed/gretil_devanagari/3_purana/bhagp/bhp1-12u.txt,gretil,purana,1343024,29291,1193701,primary,,0.700,1.000,0.700,940116.8
data/processed/gretil_devanagari/3_purana/bhagp/bhp_01u.txt,gretil,purana,72121,1730,64934,primary,,0.700,1.000,0.700,50484.7
data/processed/gretil_devanagari/3_purana/bhagp/bhp_02u.txt,gretil,purana,36865,918,33173,primary,,0.700,1.000,0.700,25805.5
data/processed/gretil_devanagari/3_purana/bhagp/bhp_03u.txt,gretil,purana,130936,3207,115473,primary,,0.700,1.000,0.700,91655.2
data/processed/gretil_devanagari/3_purana/bhagp/bhp_04u.txt,gretil,purana,132541,3175,116707,primary,,0.700,1.000,0.700,92778.7
data/processed/gretil_devanagari/3_purana/bhagp/bhp_05u.txt,gretil,purana,94495,977,83294,primary,,0.700,1.000,0.700,66146.5
data/processed/gretil_devanagari/3_purana/bhagp/bhp_06u.txt,gretil,purana,75935,1834,68193,primary,,0.700,1.000,0.700,53154.5
data/processed/gretil_devanagari/3_purana/bhagp/bhp_07u.txt,gretil,purana,68481,1713,61617,primary,,0.700,1.000,0.700,47936.7
data/processed/gretil_devanagari/3_purana/bhagp/bhp_08u.txt,gretil,purana,83751,2035,75526,primary,,0.700,1.000,0.700,58625.7
data/processed/gretil_devanagari/3_purana/bhagp/bhp_09u.txt,gretil,purana,82356,2058,74163,primary,,0.700,1.000,0.700,57649.2
data/processed/gretil_devanagari/3_purana/bhagp/bhp_10u.txt,gretil,purana,364702,9061,320414,primary,,0.700,1.000,0.700,255291.4
data/processed/gretil_devanagari/3_purana/bhagp/bhp_11u.txt,gretil,purana,123257,3036,108390,primary,,0.700,1.000,0.700,86279.9
data/processed/gretil_devanagari/3_purana/bhagp/bhp_12u.txt,gretil,purana,50355,1243,44294,primary,,0.700,1.000,0.700,35248.5
data/processed/gretil_devanagari/3_purana/bhagp/bhpc101u.txt,gretil,purana,50478,888,45123,primary,,0.700,1.000,0.700,35334.6
data/processed/gretil_devanagari/3_purana/brahmap/brahmpau.txt,gretil,purana,1181427,31132,1051790,primary,,0.700,1.000,0.700,826998.9
data/processed/gretil_devanagari/3_purana/brahmap/brahmpiu.txt,gretil,purana,1149112,55867,1018476,primary,,0.700,1.000,0.700,804378.4
data/processed/gretil_devanagari/3_purana/brahmap/brahmppu.txt,gretil,purana,1194849,31125,1065223,primary,,0.700,1.000,0.700,836394.3
data/processed/gretil_devanagari/3_purana/brndp1_u.txt,gretil,purana,326723,7805,292146,primary,,0.700,1.000,0.700,228706.1
data/processed/gretil_devanagari/3_purana/brndp2_u.txt,gretil,purana,497161,12090,444937,primary,,0.700,1.000,0.700,348012.7
data/processed/gretil_devanagari/3_purana/brndp3_u.txt,gretil,purana,359950,8769,325712,primary,,0.700,1.000,0.700,251965.0
data/processed/gretil_devanagari/3_purana/dbhp_dgu.txt,gretil,purana,45167,1647,40074,primary,,0.700,1.000,0.700,31616.9
data/processed/gretil_devanagari/3_purana/garup1_u.txt,gretil,purana,676659,16513,606935,primary,,0.700,1.000,0.700,473661.3
data/processed/gretil_devanagari/3_purana/garup2_u.txt,gretil,purana,258967,6240,230548,primary,,0.700,1.000,0.700,181276.9
data/processed/gretil_devanagari/3_purana/garup3_u.txt,gretil,purana,202940,4231,180192,primary,,0.700,1.000,0.700,142058.0
data/processed/gretil_devanagari/3_purana/kurmp1_u.txt,gretil,purana,271293,6858,243500,primary,,0.700,1.000,0.700,189905.1
data/processed/gretil_devanagari/3_purana/kurmp2_u.txt,gretil,purana,235602,5849,210942,primary,,0.700,1.000,0.700,164921.4
data/processed/gretil_devanagari/3_purana/lip_1_au.txt,gretil,purana,572174,14476,510693,primary,,0.700,1.000,0.700,400521.8
