freeze_id,relative_path,canonical_hash,script,condition,representation_path,representation_hash,byte_count,char_count,line_count,boundary_path,boundary_hash,boundary_count,boundary_semantics
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/kauthgsu.txt,c0630b759e976595e9e63e759e85fdf99de01d5cf3d36ca426600adc74136482,devanagari,continuous,data/representations/gretil/devanagari/continuous/1_veda/5_vedang/2_grhya/kauthgsu.txt,6243d276b898a34378b5467f185ad7b2489a2353f0b2dff16deaa0b898fab6eb,64360,21526,103,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/manavgsu.txt,7863702661ddb3d0bf7b79347dc98e60283a15a76c47b5cd2b1ab3c9ec2e2ba6,devanagari,continuous,data/representations/gretil/devanagari/continuous/1_veda/5_vedang/2_grhya/manavgsu.txt,7b074a1e1b92186e760f8c38c106dea57adc98ed5a497b188aefd0761b694ce4,143057,49129,2099,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/sankhgsu.txt,2e7b593b9e0e5bcd0a82aba5d5847a8e68c62a88553ff11e97aab0730733f39c,devanagari,continuous,data/representations/gretil/devanagari/continuous/1_veda/5_vedang/2_grhya/sankhgsu.txt,fb5082d619bf9d5d76187deee9de7b4309268d395286cc3e8cad9b29a160c076,149079,51573,2397,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/vargs_u.txt,04878a4540947b834d08fdcdc85f09d2e965ecb4fc8ec276fe380a111daf5eee,devanagari,continuous,data/representations/gretil/devanagari/continuous/1_veda/5_vedang/2_grhya/vargs_u.txt,23d824edcb29241bd47ecd3298b0d8048a10d0d69dae552d746c92767d709d6a,83279,28707,1421,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_paris/avpari_u.txt,78d96955cf6dc5342ff83d3fb0a76c062da5f8caf45352afb549c7c972847535,devanagari,continuous,data/representations/gretil/devanagari/continuous/1_veda/5_vedang/2_paris/avpari_u.txt,ca96fa1b565fcae08c98a00073316d43789dadd92d8a6367ede8875da57c5d8e,821461,281777,7589,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_paris/avpray_u.txt,51d8ba5178d0fba8293dccefc506a88fe787ad2617dc913e338d21b8709e42be,devanagari,continuous,data/representations/gretil/devanagari/continuous/1_veda/5_vedang/2_paris/avpray_u.txt,beb37aff41e8557c74925072ffdb8c99b71e4f2007fc6cbf22ad443d2b92631d,138340,47376,1683,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/3_pratis/rgvidh_u.txt,f8fec2f580cedf759814ac3c7e2fee40e1643f61ae51040766ba1fd751fd1331,devanagari,continuous,data/representations/gretil/devanagari/continuous/1_veda/5_vedang/3_pratis/rgvidh_u.txt,efd270d483867e9a2a6df2777e6e8990b727b92e16cdb9bf86f2e4ccb9fd3e3a,220190,81422,2995,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/ext/hv_apppu.txt,4c73c70c292971bd0e0330381f737ad5b9476bd6434710fe65439c261bc2888d,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/ext/hv_apppu.txt,ee6fd87df36a5bdea9cc28867f9057d6a0aa012ef6adc6203e03d714f7244abe,2524116,872674,46932,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/ext/hv_conpu.txt,be1e8fa95826ae19549045eb3925b7b751bf522c0727c5aeacd9caee97c69ff6,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/ext/hv_conpu.txt,d793e00e83658dda2f91267b96087943b6ee74227d1cd2b365bc7e81fc32d4c6,1891311,653307,34287,,,0,
9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_01_u.txt,6f6efe727744daabc20ce809610b88a38d4a53ce0a5481688976db7a1a298113,devanagari,continuous,data/representations/gretil/devanagari/continuous/2_epic/mbh/mbh_01_u.txt,fb3b9a0fe7df9a6c17315a0ea630a8adb4b2fa88d1d51fb97bb9251c53640221,2776391,961225,52585,,,0,
