rule_id	left	right	surface	variant	status
EXT_0833	aḥ	p	aḥ#p	1	active
EXT_0834	aḥ	ph	aḥ#ph	1	active
EXT_0835	aḥ	b	o#b	1	active
EXT_0836	aḥ	bh	o#bh	1	active
EXT_0837	aḥ	n	o#n	1	active
EXT_0838	aḥ	m	o#m	1	active
EXT_0839	aḥ	y	o#y	1	active
EXT_0840	aḥ	r	o#r	1	active
EXT_0841	aḥ	l	o#l	1	active
EXT_0842	aḥ	v	o#v	1	active
EXT_0843	aḥ	ś	aḥ#ś	1	active
EXT_0844	aḥ	ṣ	aḥ#ṣ	1	active
EXT_0845	aḥ	s	aḥ#s	1	active
EXT_0846	aḥ	h	o#h	1	active
EXT_0847	āḥ	a	ā#a	1	active
EXT_0848	āḥ	ā	ā#ā	1	active
EXT_0849	āḥ	i	ā#i	1	active
EXT_0850	āḥ	ī	ā#ī	1	active
EXT_0851	āḥ	u	ā#u	1	active
EXT_0852	āḥ	ū	ā#ū	1	active
EXT_0853	āḥ	ṛ	ā#ṛ	1	active
EXT_0854	āḥ	ṝ	ā#ṝ	1	active
EXT_0855	āḥ	e	ā#e	1	active
EXT_0856	āḥ	ai	ā#ai	1	active
EXT_0857	āḥ	o	ā#o	1	active
EXT_0858	āḥ	au	ā#au	1	active
EXT_0859	āḥ	k	āḥ#k	1	active
EXT_0860	āḥ	kh	āḥ#kh	1	active
EXT_0861	āḥ	g	ā#g	1	active
EXT_0862	āḥ	gh	ā#gh	1	active
EXT_0863	āḥ	c	āś#c	1	active
EXT_0864	āḥ	ch	āś#ch	1	active
EXT_0865	āḥ	j	ā#j	1	active
EXT_0866	āḥ	jh	ā#jh	1	active
EXT_0867	āḥ	ṭ	āṣ#ṭ	1	active
EXT_0868	āḥ	ṭh	āṣ#ṭh	1	active
EXT_0869	āḥ	ḍ	ā#ḍ	1	active
EXT_0870	āḥ	ḍh	ā#ḍh	1	active
EXT_0871	āḥ	t	ās#t	1	active
EXT_0872	āḥ	th	ās#th	1	active
EXT_0873	āḥ	d	ā#d	1	active
EXT_0874	āḥ	dh	ā#dh	1	active
EXT_0875	āḥ	p	āḥ#p	1	active
EXT_0876	āḥ	ph	āḥ#ph	1	active
EXT_0877	āḥ	b	ā#b	1	active
EXT_0878	āḥ	bh	ā#bh	1	active
EXT_0879	āḥ	n	ā#n	1	active
EXT_0880	āḥ	m	ā#m	1	active
EXT_0881	āḥ	y	ā#y	1	active
EXT_0882	āḥ	r	ā#r	1	active
EXT_0883	āḥ	l	ā#l	1	active
EXT_0884	āḥ	v	ā#v	1	active
EXT_0885	āḥ	ś	āḥ#ś	1	active
EXT_0886	āḥ	ṣ	āḥ#ṣ	1	active
EXT_0887	āḥ	s	āḥ#s	1	active
EXT_0888	āḥ	h	ā#h	1	active
EXT_0889	iḥ	a	ir#a	1	active
EXT_0890	iḥ	ā	ir#ā	1	active
EXT_0891	iḥ	i	ir#i	1	active
EXT_0892	iḥ	ī	ir#ī	1	active
EXT_0893	iḥ	u	ir#u	1	active
EXT_0894	iḥ	ū	ir#ū	1	active
EXT_0895	iḥ	ṛ	ir#ṛ	1	active
EXT_0896	iḥ	ṝ	ir#ṝ	1	active
EXT_0897	iḥ	e	ir#e	1	active
EXT_0898	iḥ	ai	ir#ai	1	active
EXT_0899	iḥ	o	ir#o	1	active
EXT_0900	iḥ	au	ir#au	1	active
EXT_0901	iḥ	k	iḥ#k	1	active
EXT_0902	iḥ	kh	iḥ#kh	1	active
EXT_0903	iḥ	g	ir#g	1	active
EXT_0904	iḥ	gh	ir#gh	1	active
EXT_0905	iḥ	c	iś#c	1	active
EXT_0906	iḥ	ch	iś#ch	1	active
EXT_0907	iḥ	j	ir#j	1	active
EXT_0908	iḥ	jh	ir#jh	1	active
EXT_0909	iḥ	ṭ	iṣ#ṭ	1	active
EXT_0910	iḥ	ṭh	iṣ#ṭh	1	active
EXT_0911	iḥ	ḍ	ir#ḍ	1	active
EXT_0912	iḥ	ḍh	ir#ḍh	1	active
EXT_0913	iḥ	t	is#t	1	active
EXT_0914	iḥ	th	is#th	1	active
EXT_0915	iḥ	d	ir#d	1	active
EXT_0916	iḥ	dh	ir#dh	1	active
EXT_0917	iḥ	p	iḥ#p	1	active
EXT_0918	iḥ	ph	iḥ#ph	1	active
EXT_0919	iḥ	b	ir#b	1	active
EXT_0920	iḥ	bh	ir#bh	1	active
EXT_0921	iḥ	n	ir#n	1	active
EXT_0922	iḥ	m	ir#m	1	active
EXT_0923	iḥ	y	ir#y	1	active
EXT_0924	iḥ	r	ī#r	1	active
EXT_0925	iḥ	l	ir#l	1	active
EXT_0926	iḥ	v	ir#v	1	active
EXT_0927	iḥ	ś	iḥ#ś	1	active
EXT_0928	iḥ	ṣ	iḥ#ṣ	1	active
EXT_0929	iḥ	s	iḥ#s	1	active
EXT_0930	iḥ	h	ir#h	1	active
EXT_0931	īḥ	a	īr#a	1	active
EXT_0932	īḥ	ā	īr#ā	1	active
EXT_0933	īḥ	i	īr#i	1	active
EXT_0934	īḥ	ī	īr#ī	1	active
EXT_0935	īḥ	u	īr#u	1	active
EXT_0936	īḥ	ū	īr#ū	1	active
EXT_0937	īḥ	ṛ	īr#ṛ	1	active
EXT_0938	īḥ	ṝ	īr#ṝ	1	active
EXT_0939	īḥ	e	īr#e	1	active
EXT_0940	īḥ	ai	īr#ai	1	active
EXT_0941	īḥ	o	īr#o	1	active
EXT_0942	īḥ	au	īr#au	1	active
EXT_0943	īḥ	k	īḥ#k	1	active
EXT_0944	īḥ	kh	īḥ#kh	1	active
EXT_0945	īḥ	g	īr#g	1	active
EXT_0946	īḥ	gh	īr#gh	1	active
EXT_0947	īḥ	c	īś#c	1	active
EXT_0948	īḥ	ch	īś#ch	1	active
EXT_0949	īḥ	j	īr#j	1	active
EXT_0950	īḥ	jh	īr#jh	1	active
EXT_0951	īḥ	ṭ	īṣ#ṭ	1	active
EXT_0952	īḥ	ṭh	īṣ#ṭh	1	active
EXT_0953	īḥ	ḍ	īr#ḍ	1	active
EXT_0954	īḥ	ḍh	īr#ḍh	1	active
EXT_0955	īḥ	t	īs#t	1	active
EXT_0956	īḥ	th	īs#th	1	active
EXT_0957	īḥ	d	īr#d	1	active
EXT_0958	īḥ	dh	īr#dh	1	active
EXT_0959	īḥ	p	īḥ#p	1	active
EXT_0960	īḥ	ph	īḥ#ph	1	active
EXT_0961	īḥ	b	īr#b	1	active
EXT_0962	īḥ	bh	īr#bh	1	active
EXT_0963	īḥ	n	īr#n	1	active
EXT_0964	īḥ	m	īr#m	1	active
EXT_0965	īḥ	y	īr#y	1	active
EXT_0966	īḥ	r	ī#r	1	active
EXT_0967	īḥ	l	īr#l	1	active
EXT_0968	īḥ	v	īr#v	1	active
EXT_0969	īḥ	ś	īḥ#ś	1	active
EXT_0970	īḥ	ṣ	īḥ#ṣ	1	active
EXT_0971	īḥ	s	īḥ#s	1	active
EXT_0972	īḥ	h	īr#h	1	active
EXT_0973	uḥ	a	ur#a	1	active
EXT_0974	uḥ	ā	ur#ā	1	active
EXT_0975	uḥ	i	ur#i	1	active
EXT_0976	uḥ	ī	ur#ī	1	active
EXT_0977	uḥ	u	ur#u	1	active
EXT_0978	uḥ	ū	ur#ū	1	active
EXT_0979	uḥ	ṛ	ur#ṛ	1	active
EXT_0980	uḥ	ṝ	ur#ṝ	1	active
EXT_0981	uḥ	e	ur#e	1	active
EXT_0982	uḥ	ai	ur#ai	1	active
EXT_0983	uḥ	o	ur#o	1	active
EXT_0984	uḥ	au	ur#au	1	active
EXT_0985	uḥ	k	uḥ#k	1	active
EXT_0986	uḥ	kh	uḥ#kh	1	active
EXT_0987	uḥ	g	ur#g	1	active
EXT_0988	uḥ	gh	ur#gh	1	active
EXT_0989	uḥ	c	uś#c	1	active
EXT_0990	uḥ	ch	uś#ch	1	active
EXT_0991	uḥ	j	ur#j	1	active
EXT_0992	uḥ	jh	ur#jh	1	active
EXT_0993	uḥ	ṭ	uṣ#ṭ	1	active
EXT_0994	uḥ	ṭh	uṣ#ṭh	1	active
EXT_0995	uḥ	ḍ	ur#ḍ	1	active
EXT_0996	uḥ	ḍh	ur#ḍh	1	active
EXT_0997	uḥ	t	us#t	1	active
EXT_0998	uḥ	th	us#th	1	active
EXT_0999	uḥ	d	ur#d	1	active
EXT_1000	uḥ	dh	ur#dh	1	active
EXT_1001	uḥ	p	uḥ#p	1	active
EXT_1002	uḥ	ph	uḥ#ph	1	active
EXT_1003	uḥ	b	ur#b	1	active
EXT_1004	uḥ	bh	ur#bh	1	active
EXT_1005	uḥ	n	ur#n	1	active
EXT_1006	uḥ	m	ur#m	1	active
EXT_1007	uḥ	y	ur#y	1	active
EXT_1008	uḥ	r	ū#r	1	active
EXT_1009	uḥ	l	ur#l	1	active
EXT_1010	uḥ	v	ur#v	1	active
EXT_1011	uḥ	ś	uḥ#ś	1	active
EXT_1012	uḥ	ṣ	uḥ#ṣ	1	active
EXT_1013	uḥ	s	uḥ#s	1	active
EXT_1014	uḥ	h	ur#h	1	active
EXT_1015	ūḥ	a	ūr#a	1	active
EXT_1016	ūḥ	ā	ūr#ā	1	active
EXT_1017	ūḥ	i	ūr#i	1	active
EXT_1018	ūḥ	ī	ūr#ī	1	active
EXT_1019	ūḥ	u	ūr#u	1	active
EXT_1020	ūḥ	ū	ūr#ū	1	active
EXT_1021	ūḥ	ṛ	ūr#ṛ	1	active
EXT_1022	ūḥ	ṝ	ūr#ṝ	1	active
EXT_1023	ūḥ	e	ūr#e	1	active
EXT_1024	ūḥ	ai	ūr#ai	1	active
EXT_1025	ūḥ	o	ūr#o	1	active
EXT_1026	ūḥ	au	ūr#au	1	active
EXT_1027	ūḥ	k	ūḥ#k	1	active
EXT_1028	ūḥ	kh	ūḥ#kh	1	active
EXT_1029	ūḥ	g	ūr#g	1	active
EXT_1030	ūḥ	gh	ūr#gh	1	active
EXT_1031	ūḥ	c	ūś#c	1	active
EXT_1032	ūḥ	ch	ūś#ch	1	active
EXT_1033	ūḥ	j	ūr#j	1	active
EXT_1034	ūḥ	jh	ūr#jh	1	active
EXT_1035	ūḥ	ṭ	ūṣ#ṭ	1	active
EXT_1036	ūḥ	ṭh	ūṣ#ṭh	1	active
EXT_1037	ūḥ	ḍ	ūr#ḍ	1	active
EXT_1038	ūḥ	ḍh	ūr#ḍh	1	active
EXT_1039	ūḥ	t	ūs#t	1	active
EXT_1040	ūḥ	th	ūs#th	1	active
EXT_1041	ūḥ	d	ūr#d	1	active
EXT_1042	ūḥ	dh	ūr#dh	1	active
EXT_1043	ūḥ	p	ūḥ#p	1	active
EXT_1044	ūḥ	ph	ūḥ#ph	1	active
EXT_1045	ūḥ	b	ūr#b	1	active
EXT_1046	ūḥ	bh	ūr#bh	1	active
EXT_1047	ūḥ	n	ūr#n	1	active
EXT_1048	ūḥ	m	ūr#m	1	active
EXT_1049	ūḥ	y	ūr#y	1	active
EXT_1050	ūḥ	r	ū#r	1	active
EXT_1051	ūḥ	l	ūr#l	1	active
EXT_1052	ūḥ	v	ūr#v	1	active
EXT_1053	ūḥ	ś	ūḥ#ś	1	active
EXT_1054	ūḥ	ṣ	ūḥ#ṣ	1	active
EXT_1055	ūḥ	s	ūḥ#s	1	active
EXT_1056	ūḥ	h	ūr#h	1	active
EXT_1057	ṛḥ	a	ṛr#a	1	active
EXT_1058	ṛḥ	ā	ṛr#ā	1	active
EXT_1059	ṛḥ	i	ṛr#i	1	active
EXT_1060	ṛḥ	ī	ṛr#ī	1	active
EXT_1061	ṛḥ	u	ṛr#u	1	active
EXT_1062	ṛḥ	ū	ṛr#ū	1	active
EXT_1063	ṛḥ	ṛ	ṛr#ṛ	1	active
EXT_1064	ṛḥ	ṝ	ṛr#ṝ	1	active
EXT_1065	ṛḥ	e	ṛr#e	1	active
EXT_1066	ṛḥ	ai	ṛr#ai	1	active
EXT_1067	ṛḥ	o	ṛr#o	1	active
EXT_1068	ṛḥ	au	ṛr#au	1	active
EXT_1069	ṛḥ	k	ṛḥ#k	1	active
EXT_1070	ṛḥ	kh	ṛḥ#kh	1	active
EXT_1071	ṛḥ	g	ṛr#g	1	active
EXT_1072	ṛḥ	gh	ṛr#gh	1	active
EXT_1073	ṛḥ	c	ṛś#c	1	active
EXT_1074	ṛḥ	ch	ṛś#ch	1	active
EXT_1075	ṛḥ	j	ṛr#j	1	active
EXT_1076	ṛḥ	jh	ṛr#jh	1	active
EXT_1077	ṛḥ	ṭ	ṛṣ#ṭ	1	active
EXT_1078	ṛḥ	ṭh	ṛṣ#ṭh	1	active
EXT_1079	ṛḥ	ḍ	ṛr#ḍ	1	active
EXT_1080	ṛḥ	ḍh	ṛr#ḍh	1	active
EXT_1081	ṛḥ	t	ṛs#t	1	active
EXT_1082	ṛḥ	th	ṛs#th	1	active
EXT_1083	ṛḥ	d	ṛr#d	1	active
EXT_1084	ṛḥ	dh	ṛr#dh	1	active
EXT_1085	ṛḥ	p	ṛḥ#p	1	active
EXT_1086	ṛḥ	ph	ṛḥ#ph	1	active
EXT_1087	ṛḥ	b	ṛr#b	1	active
EXT_1088	ṛḥ	bh	ṛr#bh	1	active
EXT_1089	ṛḥ	n	ṛr#n	1	active
EXT_1090	ṛḥ	m	ṛr#m	1	active
EXT_1091	ṛḥ	y	ṛr#y	1	active
EXT_1092	ṛḥ	r	ṛ#r	1	active
EXT_1093	ṛḥ	l	ṛr#l	1	active
EXT_1094	ṛḥ	v	ṛr#v	1	active
EXT_1095	ṛḥ	ś	ṛḥ#ś	1	active
EXT_1096	ṛḥ	ṣ	ṛḥ#ṣ	1	active
EXT_1097	ṛḥ	s	ṛḥ#s	1	active
EXT_1098	ṛḥ	h	ṛr#h	1	active
EXT_1099	an	a	ann#a	1	active
EXT_1100	in	a	inn#a	1	active
EXT_1101	un	a	unn#a	1	active
EXT_1102	ṛn	a	ṛnn#a	1	active
EXT_1103	ḷn	a	ḷnn#a	1	active
EXT_1104	an	ā	ann#ā	1	active
EXT_1105	in	ā	inn#ā	1	active
EXT_1106	un	ā	unn#ā	1	active
EXT_1107	ṛn	ā	ṛnn#ā	1	active
EXT_1108	ḷn	ā	ḷnn#ā	1	active
EXT_1109	an	i	ann#i	1	active
EXT_1110	in	i	inn#i	1	active
EXT_1111	un	i	unn#i	1	active
EXT_1112	ṛn	i	ṛnn#i	1	active
EXT_1113	ḷn	i	ḷnn#i	1	active
EXT_1114	an	ī	ann#ī	1	active
EXT_1115	in	ī	inn#ī	1	active
EXT_1116	un	ī	unn#ī	1	active
EXT_1117	ṛn	ī	ṛnn#ī	1	active
EXT_1118	ḷn	ī	ḷnn#ī	1	active
EXT_1119	an	u	ann#u	1	active
EXT_1120	in	u	inn#u	1	active
EXT_1121	un	u	unn#u	1	active
EXT_1122	ṛn	u	ṛnn#u	1	active
EXT_1123	ḷn	u	ḷnn#u	1	active
EXT_1124	an	ū	ann#ū	1	active
EXT_1125	in	ū	inn#ū	1	active
EXT_1126	un	ū	unn#ū	1	active
EXT_1127	ṛn	ū	ṛnn#ū	1	active
EXT_1128	ḷn	ū	ḷnn#ū	1	active
EXT_1129	an	ṛ	ann#ṛ	1	active
EXT_1130	in	ṛ	inn#ṛ	1	active
EXT_1131	un	ṛ	unn#ṛ	1	active
EXT_1132	ṛn	ṛ	ṛnn#ṛ	1	active
EXT_1133	ḷn	ṛ	ḷnn#ṛ	1	active
EXT_1134	an	ṝ	ann#ṝ	1	active
EXT_1135	in	ṝ	inn#ṝ	1	active
EXT_1136	un	ṝ	unn#ṝ	1	active
EXT_1137	ṛn	ṝ	ṛnn#ṝ	1	active
EXT_1138	ḷn	ṝ	ḷnn#ṝ	1	active
EXT_1139	an	e	ann#e	1	active
EXT_1140	in	e	inn#e	1	active
EXT_1141	un	e	unn#e	1	active
EXT_1142	ṛn	e	ṛnn#e	1	active
EXT_1143	ḷn	e	ḷnn#e	1	active
EXT_1144	an	ai	ann#ai	1	active
EXT_1145	in	ai	inn#ai	1	active
EXT_1146	un	ai	unn#ai	1	active
EXT_1147	ṛn	ai	ṛnn#ai	1	active
EXT_1148	ḷn	ai	ḷnn#ai	1	active
EXT_1149	an	o	ann#o	1	active
EXT_1150	in	o	inn#o	1	active
EXT_1151	un	o	unn#o	1	active
EXT_1152	ṛn	o	ṛnn#o	1	active
EXT_1153	ḷn	o	ḷnn#o	1	active
EXT_1154	an	au	ann#au	1	active
EXT_1155	in	au	inn#au	1	active
EXT_1156	un	au	unn#au	1	active
EXT_1157	ṛn	au	ṛnn#au	1	active
EXT_1158	ḷn	au	ḷnn#au	1	active
EXT_1159	aṅ	a	aṅṅ#a	1	active
EXT_1160	iṅ	a	iṅṅ#a	1	active
EXT_1161	uṅ	a	uṅṅ#a	1	active
EXT_1162	ṛṅ	a	ṛṅṅ#a	1	active
EXT_1163	ḷṅ	a	ḷṅṅ#a	1	active
EXT_1164	aṅ	ā	aṅṅ#ā	1	active
EXT_1165	iṅ	ā	iṅṅ#ā	1	active
EXT_1166	uṅ	ā	uṅṅ#ā	1	active
EXT_1167	ṛṅ	ā	ṛṅṅ#ā	1	active
EXT_1168	ḷṅ	ā	ḷṅṅ#ā	1	active
EXT_1169	aṅ	i	aṅṅ#i	1	active
EXT_1170	iṅ	i	iṅṅ#i	1	active
EXT_1171	uṅ	i	uṅṅ#i	1	active
EXT_1172	ṛṅ	i	ṛṅṅ#i	1	active
EXT_1173	ḷṅ	i	ḷṅṅ#i	1	active
EXT_1174	aṅ	ī	aṅṅ#ī	1	active
EXT_1175	iṅ	ī	iṅṅ#ī	1	active
EXT_1176	uṅ	ī	uṅṅ#ī	1	active
EXT_1177	ṛṅ	ī	ṛṅṅ#ī	1	active
EXT_1178	ḷṅ	ī	ḷṅṅ#ī	1	active
EXT_1179	aṅ	u	aṅṅ#u	1	active
EXT_1180	iṅ	u	iṅṅ#u	1	active
EXT_1181	uṅ	u	uṅṅ#u	1	active
EXT_1182	ṛṅ	u	ṛṅṅ#u	1	active
EXT_1183	ḷṅ	u	ḷṅṅ#u	1	active
EXT_1184	aṅ	ū	aṅṅ#ū	1	active
EXT_1185	iṅ	ū	iṅṅ#ū	1	active
EXT_1186	uṅ	ū	uṅṅ#ū	1	active
EXT_1187	ṛṅ	ū	ṛṅṅ#ū	1	active
EXT_1188	ḷṅ	ū	ḷṅṅ#ū	1	active
EXT_1189	aṅ	ṛ	aṅṅ#ṛ	1	active
EXT_1190	iṅ	ṛ	iṅṅ#ṛ	1	active
EXT_1191	uṅ	ṛ	uṅṅ#ṛ	1	active
EXT_1192	ṛṅ	ṛ	ṛṅṅ#ṛ	1	active
EXT_1193	ḷṅ	ṛ	ḷṅṅ#ṛ	1	active
EXT_1194	aṅ	ṝ	aṅṅ#ṝ	1	active
EXT_1195	iṅ	ṝ	iṅṅ#ṝ	1	active
EXT_1196	uṅ	ṝ	uṅṅ#ṝ	1	active
EXT_1197	ṛṅ	ṝ	ṛṅṅ#ṝ	1	active
EXT_1198	ḷṅ	ṝ	ḷṅṅ#ṝ	1	active
EXT_1199	aṅ	e	aṅṅ#e	1	active
EXT_1200	iṅ	e	iṅṅ#e	1	active
EXT_1201	uṅ	e	uṅṅ#e	1	active
EXT_1202	ṛṅ	e	ṛṅṅ#e	1	active
EXT_1203	ḷṅ	e	ḷṅṅ#e	1	active
EXT_1204	aṅ	ai	aṅṅ#ai	1	active
EXT_1205	iṅ	ai	iṅṅ#ai	1	active
EXT_1206	uṅ	ai	uṅṅ#ai	1	active
EXT_1207	ṛṅ	ai	ṛṅṅ#ai	1	active
EXT_1208	ḷṅ	ai	ḷṅṅ#ai	1	active
EXT_1209	aṅ	o	aṅṅ#o	1	active
EXT_1210	iṅ	o	iṅṅ#o	1	active
EXT_1211	uṅ	o	uṅṅ#o	1	active
EXT_1212	ṛṅ	o	ṛṅṅ#o	1	active
EXT_1213	ḷṅ	o	ḷṅṅ#o	1	active
EXT_1214	aṅ	au	aṅṅ#au	1	active
EXT_1215	iṅ	au	iṅṅ#au	1	active
EXT_1216	uṅ	au	uṅṅ#au	1	active
EXT_1217	ṛṅ	au	ṛṅṅ#au	1	active
EXT_1218	ḷṅ	au	ḷṅṅ#au	1	active
